  Frame_#         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      551        0.175        3.640            0      296.427      101.495      176.464
      552        0.284        3.651            0      297.714       92.778      173.977
      553        0.174        3.593            0      295.871       83.172      173.258
      554        0.273        3.612            0      296.050       76.873      174.431
      555        0.255        3.632            0      298.295       68.290      175.618
      556        0.239        3.616            0      296.297       85.130      174.940
      557        0.302        3.619            0      295.988       74.316      171.546
      558        0.215        3.635            0      297.917       74.848      176.703
      559        0.209        3.612            0      295.514       84.347      175.970
      560        0.253        3.599            0      293.581       83.078      170.622
      561        0.378        3.622            0      294.814       98.039      173.242
      562        0.171        3.616            0      297.437       98.639      172.379
      563        0.350        3.638            0      297.689       85.884      175.958
      564        0.314        3.637            0      297.286       77.484      175.118
      565        0.261        3.596            0      295.794       94.593      175.413
      566        0.189        3.629            0      296.345       63.707      175.718
      567        0.230        3.609            0      296.985       91.277      174.848
      568        0.237        3.597            0      296.025      101.909      171.214
      569        0.295        3.595            0      295.413       83.783      172.920
      570        0.360        3.631            0      297.432       81.658      176.351
      571        0.320        3.644            0      297.469       84.448      174.218
      572        0.264        3.633            0      297.981       78.734      179.035
      573        0.333        3.632            0      296.098       79.160      173.852
      574        0.255        3.597            0      295.002       89.003      175.230
      575        0.261        3.651            0      298.275       72.877      173.386
      576        0.412        3.611            0      297.604       77.025      173.982
      577        0.266        3.634            0      296.928      109.137      173.896
      578        0.307        3.626            0      296.013       80.498      175.038
      579        0.254        3.639            0      297.109       98.513      175.102
      580        0.317        3.628            0      296.765       90.766      173.300
      581        0.314        3.630            0      296.721       79.760      177.896
      582        0.233        3.620            0      295.566       84.281      173.470
      583        0.182        3.616            0      296.075       77.001      171.889
      584        0.239        3.589            0      294.378       73.022      169.708
      585        0.305        3.637            0      296.956       64.217      175.404
      586        0.311        3.607            0      296.821       86.127      171.635
      587        0.326        3.628            0      297.084       65.968      178.495
      588        0.323        3.659            0      297.875       60.087      173.794
      589        0.353        3.635            0      297.134       99.601      174.275
      590        0.336        3.658            0      298.548       77.058      176.996
      591        0.265        3.636            0      297.035       85.906      177.201
      592        0.281        3.642            0      296.221       88.692      175.086
      593        0.276        3.604            0      295.794       89.083      176.783
      594        0.196        3.584            0      295.804       84.110      170.649
      595        0.267        3.590            0      294.951       72.234      179.578
      596        0.225        3.595            0      294.184       76.589      171.116
      597        0.183        3.561            0      293.562       71.483      171.562
      598        0.272        3.659            0      298.363       83.016      173.756
      599        0.266        3.608            0      295.121       69.856      176.516
      600        0.339        3.678            0      298.858       75.453      173.980
      601        0.120        3.605            0      295.712       93.084      174.346
      602        0.260        3.622            0      296.432       76.700      173.445
      603        0.446        3.637            0      295.866       92.395      175.926
      604        0.328        3.623            0      295.438       71.747      173.256
      605        0.394        3.624            0      297.555       70.385      176.607
      606        0.376        3.665            0      297.160       83.862      174.889
      607        0.272        3.581            0      294.707       78.607      172.436
      608        0.318        3.611            0      295.853       78.434      176.697
      609        0.230        3.618            0      296.255       75.968      172.192
      610        0.291        3.607            0      295.406       83.434      174.393
      611        0.243        3.636            0      297.433       88.765      172.189
      612        0.347        3.631            0      296.587       82.050      172.671
      613        0.244        3.588            0      295.259       63.551      174.562
      614        0.311        3.622            0      295.711       61.885      173.289
      615        0.269        3.620            0      297.136       75.186      175.793
      616        0.282        3.609            0      296.530      103.297      170.890
      617        0.169        3.612            0      296.057       78.415      171.732
      618        0.202        3.607            0      296.110      104.570      175.106
      619        0.224        3.585            0      296.252       85.614      176.095
      620        0.227        3.632            0      296.777      107.730      169.532
      621        0.229        3.625            0      296.880       85.679      173.296
      622        0.315        3.644            0      297.331       92.143      172.772
      623        0.220        3.590            0      295.547      113.376      175.393
      624        0.284        3.637            0      298.268       91.888      176.236
      625        0.259        3.589            0      294.131      107.597      175.332
      626        0.239        3.622            0      295.667       97.169      173.500
      627        0.382        3.644            0      297.946       83.132      177.378
      628        0.300        3.619            0      295.582       81.334      171.497
      629        0.239        3.648            0      299.053       81.288      175.686
      630        0.406        3.585            0      293.887       63.750      174.218
      631        0.354        3.640            0      297.432       92.909      179.433
      632        0.282        3.636            0      297.273      101.477      173.218
      633        0.330        3.619            0      295.752       90.281      173.604
      634        0.234        3.594            0      296.511       58.871      173.764
      635        0.345        3.650            0      297.987       89.975      177.762
      636        0.243        3.576            0      296.792      103.552      174.926
      637        0.331        3.619            0      296.160      112.595      179.069
      638        0.266        3.614            0      295.444       90.901      172.339
      639        0.369        3.612            0      296.209       91.010      174.667
      640        0.311        3.605            0      296.121       79.727      175.381
      641        0.376        3.621            0      297.468       93.023      174.380
      642        0.297        3.628            0      294.829       99.179      170.708
      643        0.259        3.664            0      298.030       92.641      179.321
      644        0.218        3.596            0      295.972       68.394      174.385
      645        0.210        3.607            0      296.981       95.215      174.596
      646        0.197        3.598            0      296.810       94.905      174.602
      647        0.302        3.634            0      295.370      109.461      173.434
      648        0.231        3.618            0      295.323       91.867      177.007
      649        0.327        3.637            0      297.549      104.722      173.719
      650        0.227        3.638            0      297.091       79.730      177.893
      651        0.249        3.604            0      295.106       96.067      171.496
      652        0.308        3.618            0      296.544       75.716      172.664
      653        0.362        3.633            0      298.476      103.568      175.603
      654        0.235        3.604            0      294.964       88.069      174.214
      655        0.292        3.652            0      298.785       59.627      174.947
      656        0.199        3.590            0      293.771       76.643      175.094
      657        0.258        3.638            0      298.161       90.672      173.796
      658        0.255        3.628            0      296.433       82.808      175.152
      659        0.259        3.680            0      298.839       90.170      172.370
      660        0.262        3.604            0      296.527       84.231      172.673
      661        0.241        3.643            0      298.599       83.822      174.124
      662        0.342        3.623            0      296.463       91.966      174.950
      663        0.379        3.591            0      295.148       87.424      176.978
      664        0.227        3.623            0      296.257      107.150      172.749
      665        0.210        3.591            0      295.224      104.943      173.813
      666        0.301        3.620            0      295.081       93.069      171.396
      667        0.279        3.646            0      297.075       79.651      174.884
      668        0.169        3.579            0      295.264      119.591      177.402
      669        0.274        3.615            0      297.420       68.419      172.816
      670        0.253        3.663            0      298.982       72.926      175.316
      671        0.265        3.612            0      295.345       87.876      173.928
      672        0.274        3.614            0      297.672       77.479      178.604
      673        0.228        3.637            0      298.242       92.855      174.478
      674        0.216        3.591            0      295.932       92.461      173.553
      675        0.211        3.634            0      297.810       87.215      176.001
      676        0.162        3.602            0      296.268       92.293      169.794
      677        0.263        3.576            0      293.988       84.363      169.275
      678        0.192        3.603            0      295.056       93.772      171.957
      679        0.284        3.644            0      298.643       99.980      177.526
      680        0.315        3.653            0      298.957       81.582      178.021
      681        0.345        3.650            0      296.670      104.455      173.656
      682        0.307        3.617            0      294.919       95.540      168.035
      683        0.262        3.638            0      296.904       82.148      175.779
      684        0.281        3.649            0      298.955      112.228      177.553
      685        0.182        3.611            0      297.419       92.941      175.164
      686        0.175        3.612            0      296.459      110.298      173.478
      687        0.214        3.617            0      296.276      105.283      174.153
      688        0.291        3.633            0      296.759       99.009      173.309
      689        0.289        3.595            0      297.421      106.568      173.531
      690        0.219        3.628            0      296.011      106.435      172.337
      691        0.228        3.631            0      297.224       92.141      171.755
      692        0.294        3.631            0      298.080       96.361      172.065
      693        0.229        3.639            0      297.858      115.529      175.832
      694        0.210        3.600            0      295.113      114.798      173.721
      695        0.353        3.634            0      295.252      116.723      177.839
      696        0.189        3.602            0      294.273      120.479      168.919
      697        0.233        3.583            0      296.315      133.317      174.505
      698        0.298        3.646            0      297.233      112.429      175.319
      699        0.323        3.642            0      296.056      113.082      177.001
      700        0.239        3.627            0      295.951      111.973      174.304
      701        0.266        3.579            0      293.286      103.005      168.460
      702        0.270        3.602            0      294.590      103.830      174.000
      703        0.334        3.647            0      296.294      113.604      179.110
      704        0.285        3.639            0      297.887      129.089      168.322
      705        0.231        3.603            0      296.168      124.179      172.858
      706        0.352        3.612            0      295.940      119.649      176.180
      707        0.274        3.623            0      297.104      109.074      172.060
      708        0.221        3.625            0      295.775      101.632      174.240
      709        0.269        3.651            0      298.749      129.410      178.087
      710        0.249        3.617            0      296.368      148.427      173.894
      711        0.160        3.571            0      295.531      116.881      174.905
      712        0.209        3.643            0      298.211      121.134      177.401
      713        0.183        3.600            0      294.789      117.690      175.823
      714        0.228        3.623            0      296.186      125.993      177.419
      715        0.260        3.640            0      298.406      121.283      175.141
      716        0.168        3.607            0      294.975      111.898      172.596
      717        0.273        3.615            0      297.489      111.241      172.598
      718        0.305        3.635            0      296.214      120.913      173.308
      719        0.257        3.632            0      295.497      116.015      173.770
      720        0.166        3.613            0      296.076      100.065      174.087
      721        0.231        3.636            0      297.043      134.618      171.382
      722        0.249        3.634            0      298.270      127.234      173.231
      723        0.329        3.682            0      298.001      129.726      174.453
      724        0.137        3.605            0      295.411      116.887      174.065
      725        0.323        3.649            0      298.240      129.495      175.525
      726        0.117        3.603            0      295.942       99.317      172.009
      727        0.148        3.609            0      295.661      104.973      172.207
      728        0.323        3.639            0      297.949      111.010      173.995
      729        0.298        3.663            0      297.419      108.654      174.970
      730        0.499        3.694            0      299.444      132.884      174.275
      731        0.247        3.597            0      296.973      104.492      173.593
      732        0.186        3.630            0      296.942      134.520      174.288
      733        0.207        3.645            0      297.352      104.173      172.465
      734        0.353        3.632            0      296.583      103.333      173.282
      735        0.312        3.616            0      296.035      121.972      175.966
      736        0.366        3.678            0      298.742      108.908      177.367
      737        0.218        3.626            0      294.346       91.648      170.728
      738        0.299        3.619            0      297.575      102.025      175.772
      739        0.312        3.666            0      299.198      106.452      173.478
      740        0.288        3.640            0      298.267      106.951      176.221
      741        0.241        3.650            0      299.014       97.337      175.246
      742        0.360        3.632            0      296.415      102.013      172.634
      743        0.255        3.638            0      298.379      123.212      175.326
      744        0.135        3.597            0      294.235      124.796      169.864
      745        0.304        3.580            0      296.911       94.868      173.791
      746        0.315        3.667            0      297.868      107.772      176.467
      747        0.216        3.620            0      295.110      113.070      170.967
      748        0.257        3.608            0      294.388       89.436      171.298
      749        0.305        3.643            0      297.512      107.039      175.803
      750        0.303        3.631            0      296.584       92.970      171.231
      751        0.222        3.629            0      297.736      112.813      175.465
      752        0.311        3.617            0      296.449      120.447      170.884
      753        0.393        3.663            0      296.990      103.779      174.834
      754        0.304        3.637            0      294.841       99.738      176.517
      755        0.184        3.553            0      292.624       88.909      167.464
      756        0.261        3.608            0      296.912      106.450      174.978
      757        0.222        3.630            0      296.623       92.255      175.039
      758        0.205        3.628            0      296.390      108.917      172.738
      759        0.271        3.626            0      296.881       95.978      176.457
      760        0.309        3.619            0      294.991      133.153      172.097
      761        0.197        3.584            0      294.351      102.415      171.011
      762        0.189        3.626            0      297.440      102.468      169.776
      763        0.279        3.647            0      299.217       96.264      177.441
      764        0.220        3.600            0      295.295      103.322      172.178
      765        0.295        3.656            0      298.621      103.669      173.494
      766        0.470        3.623            0      295.428      100.382      175.249
      767        0.202        3.646            0      299.225      104.406      171.835
      768        0.356        3.654            0      297.595      100.441      180.896
      769        0.307        3.653            0      297.668       97.296      175.439
      770        0.185        3.626            0      297.190      106.447      173.649
      771        0.222        3.613            0      295.919       84.896      173.153
      772        0.178        3.623            0      298.205       87.229      173.774
      773        0.224        3.606            0      293.701       95.464      173.110
      774        0.333        3.640            0      297.860      115.208      175.438
      775        0.225        3.656            0      297.512      102.143      171.790
      776        0.242        3.635            0      296.016      110.926      176.761
      777        0.202        3.626            0      297.033       95.395      170.894
      778        0.247        3.618            0      296.604       90.249      177.536
      779        0.224        3.636            0      296.131      103.168      173.847
      780        0.284        3.685            0      299.581       93.538      174.914
      781        0.220        3.609            0      294.719      115.654      176.518
      782        0.305        3.626            0      296.380      120.152      176.250
      783        0.311        3.602            0      294.502       89.292      173.878
      784        0.317        3.677            0      298.984      123.076      173.979
      785        0.279        3.644            0      296.944      126.382      176.635
      786        0.190        3.626            0      295.908      113.374      169.998
      787        0.289        3.624            0      295.874      125.953      172.795
      788        0.182        3.594            0      295.161      122.057      173.965
      789        0.229        3.642            0      297.521      105.703      173.116
      790        0.341        3.644            0      296.719       98.578      172.589
      791        0.394        3.651            0      296.429      116.139      173.200
      792        0.297        3.639            0      296.999      110.285      177.710
      793        0.255        3.679            0      300.037      110.154      176.846
      794        0.267        3.643            0      297.602      125.734      171.558
      795        0.306        3.633            0      297.431      113.490      172.477
      796        0.269        3.655            0      297.559      111.493      172.853
      797        0.263        3.616            0      295.411      122.899      171.318
      798        0.319        3.670            0      298.781      134.517      175.597
      799        0.337        3.657            0      296.283      119.807      174.503
      800        0.346        3.638            0      296.144      131.818      175.850
      801        0.282        3.633            0      296.165      111.547      170.878
      802        0.287        3.686            0      298.074      119.892      170.630
      803        0.289        3.633            0      295.433      121.800      171.764
      804        0.332        3.663            0      297.399      127.880      173.785
      805        0.338        3.660            0      296.708      120.591      173.585
      806        0.292        3.648            0      296.162      129.617      170.935
      807        0.363        3.658            0      297.811      119.057      175.552
      808        0.286        3.644            0      296.899      135.408      174.631
      809        0.292        3.656            0      296.606      115.549      176.316
      810        0.281        3.665            0      296.699      118.487      174.428
      811        0.282        3.668            0      298.381      118.373      174.390
      812        0.200        3.603            0      295.463      138.579      172.169
      813        0.339        3.653            0      295.997      127.330      176.481
      814        0.416        3.645            0      296.577      148.050      179.240
      815        0.190        3.643            0      297.832      123.620      173.230
      816        0.443        3.681            0      298.287      130.930      177.189
      817        0.258        3.648            0      297.421      130.737      174.825
      818        0.295        3.655            0      298.871      153.374      173.021
      819        0.323        3.647            0      298.580      127.607      177.373
      820        0.251        3.622            0      296.117      136.499      172.783
      821        0.254        3.650            0      298.366      144.935      174.935
      822        0.245        3.631            0      295.518      100.218      173.298
      823        0.276        3.648            0      296.802      132.819      174.869
      824        0.205        3.581            0      293.827      133.716      170.532
      825        0.229        3.639            0      297.778      116.733      174.395
      826        0.309        3.622            0      296.038      115.543      175.373
      827        0.314        3.660            0      298.726      106.337      174.460
      828        0.356        3.648            0      294.969      128.409      169.816
      829        0.200        3.628            0      296.705      149.274      172.945
      830        0.252        3.683            0      300.778      138.527      175.685
      831        0.266        3.671            0      296.720      142.227      170.796
      832        0.300        3.682            0      299.910      146.671      173.258
      833        0.200        3.633            0      298.231      152.720      173.565
      834        0.212        3.652            0      296.584      133.573      174.066
      835        0.341        3.677            0      298.478      137.601      173.578
      836        0.336        3.638            0      296.682      135.018      173.893
      837        0.153        3.590            0      296.634      124.587      172.272
      838        0.212        3.657            0      299.878      133.800      177.622
      839        0.272        3.596            0      294.972      151.413      174.340
      840        0.364        3.678            0      297.993      102.851      169.120
      841        0.173        3.629            0      296.281      133.887      174.770
      842        0.243        3.630            0      297.686      121.102      180.378
      843        0.315        3.657            0      298.713      135.543      174.209
      844        0.282        3.618            0      295.984      171.343      173.897
      845        0.287        3.656            0      297.683      157.890      173.993
      846        0.306        3.629            0      296.352      170.151      171.689
      847        0.287        3.645            0      296.013      161.113      171.645
      848        0.249        3.614            0      295.481      124.225      171.328
      849        0.318        3.627            0      297.939      122.596      178.590
      850        0.228        3.604            0      296.707      126.247      172.849
      851        0.195        3.624            0      297.879      124.035      171.787
      852        0.316        3.670            0      298.909      162.686      173.749
      853        0.238        3.623            0      295.397      138.089      174.275
      854        0.232        3.628            0      297.086      124.052      176.465
      855        0.199        3.623            0      296.557      135.076      173.834
      856        0.243        3.629            0      296.521      110.048      174.080
      857        0.261        3.595            0      294.840      139.766      174.865
      858        0.234        3.618            0      295.754      142.528      176.611
      859        0.299        3.646            0      297.683      148.928      173.551
      860        0.303        3.631            0      298.590      133.851      172.335
      861        0.223        3.583            0      297.240      116.265      174.906
      862        0.130        3.575            0      293.431      121.295      170.781
      863        0.182        3.618            0      297.682      159.039      170.983
      864        0.218        3.621            0      296.201      152.645      174.984
      865        0.347        3.654            0      298.037      163.691      173.651
      866        0.215        3.609            0      296.170      147.440      172.363
      867        0.281        3.646            0      297.126      126.121      178.114
      868        0.230        3.588            0      295.124      157.564      174.149
      869        0.135        3.595            0      296.064      142.684      171.687
      870        0.233        3.610            0      294.443      143.487      172.270
      871        0.228        3.607            0      295.629      155.339      169.631
      872        0.254        3.602            0      296.488      134.617      178.583
      873        0.218        3.584            0      294.410      159.236      173.968
      874        0.239        3.645            0      297.191      149.268      174.760
      875        0.202        3.610            0      295.489      130.359      174.839
      876        0.377        3.677            0      298.428      161.623      176.471
      877        0.294        3.619            0      296.866      134.159      172.956
      878        0.415        3.653            0      297.272      148.359      173.966
      879        0.403        3.657            0      296.563      109.364      173.375
      880        0.180        3.620            0      296.153      102.602      173.116
      881        0.220        3.610            0      295.633      124.460      173.050
      882        0.336        3.638            0      298.391      147.234      172.735
      883        0.345        3.619            0      296.268      160.023      174.196
      884        0.257        3.645            0      297.636      128.322      175.621
      885        0.332        3.635            0      296.673      157.312      173.536
      886        0.238        3.612            0      294.930      129.364      173.667
      887        0.364        3.675            0      298.720      160.293      176.905
      888        0.207        3.589            0      295.546      143.799      170.110
      889        0.288        3.625            0      296.193      154.772      171.008
      890        0.217        3.646            0      297.976      164.037      175.513
      891        0.269        3.600            0      294.378      155.702      175.767
      892        0.242        3.610            0      294.806      154.988      176.374
      893        0.321        3.637            0      297.421      129.553      177.245
      894        0.202        3.588            0      294.914       98.953      171.880
      895        0.278        3.619            0      296.464      133.434      176.165
      896        0.396        3.627            0      296.007      131.767      170.178
      897        0.272        3.655            0      297.255      116.886      172.684
      898        0.269        3.640            0      297.052      100.545      170.026
      899        0.337        3.627            0      296.898      140.892      173.499
      900        0.337        3.651            0      296.988      129.772      168.647
      901        0.302        3.675            0      298.892      125.059      174.930
      902        0.170        3.557            0      293.622      151.784      171.388
      903        0.232        3.637            0      297.126      148.228      170.544
      904        0.243        3.629            0      296.470      131.689      173.618
      905        0.311        3.612            0      294.146      133.201      170.655
      906        0.353        3.646            0      298.100      154.607      176.337
      907        0.220        3.622            0      294.465      137.437      169.106
      908        0.296        3.644            0      297.115      175.317      177.635
      909        0.262        3.631            0      298.044      185.446      174.828
      910        0.183        3.638            0      297.177      162.724      172.146
      911        0.241        3.607            0      295.660      169.027      173.424
      912        0.259        3.623            0      296.278      156.904      173.085
      913        0.267        3.662            0      298.134      161.250      176.190
      914        0.279        3.615            0      296.186      149.178      176.520
      915        0.207        3.656            0      298.167      144.043      173.697
      916        0.316        3.652            0      296.165      155.485      172.886
      917        0.286        3.601            0      294.922      153.348      174.034
      918        0.209        3.582            0      294.731      167.387      173.426
      919        0.171        3.600            0      295.201      138.285      175.514
      920        0.317        3.617            0      295.556      123.363      173.206
      921        0.259        3.641            0      297.636      165.506      177.030
      922        0.172        3.585            0      295.466      136.107      173.104
      923        0.205        3.644            0      296.736      127.090      171.453
      924        0.438        3.677            0      298.876      168.660      177.062
      925        0.224        3.616            0      295.401      144.191      171.986
      926        0.182        3.603            0      295.591      166.990      175.272
      927        0.279        3.654            0      298.671      175.230      175.618
      928        0.201        3.630            0      297.268      164.460      173.132
      929        0.159        3.642            0      298.035      153.361      175.648
      930        0.258        3.623            0      295.284      149.402      171.965
      931        0.210        3.623            0      295.806      147.178      174.083
      932        0.404        3.639            0      294.408      157.847      171.582
      933        0.197        3.591            0      294.231      180.149      174.797
      934        0.229        3.564            0      292.878      141.244      167.107
      935        0.239        3.589            0      293.452      142.844      170.812
      936        0.213        3.609            0      294.756      187.455      176.217
      937        0.209        3.629            0      295.192      143.872      170.932
      938        0.178        3.610            0      296.137      168.216      175.536
      939        0.282        3.657            0      298.240      166.511      172.461
      940        0.184        3.632            0      297.600      162.597      175.104
      941        0.272        3.623            0      296.395      194.515      172.112
      942        0.173        3.607            0      295.164      152.623      171.069
      943        0.263        3.659            0      297.824      146.727      171.487
      944        0.231        3.623            0      297.326      144.448      170.921
      945        0.188        3.607            0      295.953      113.342      174.005
      946        0.193        3.668            0      298.754      127.854      177.185
      947        0.304        3.640            0      295.048      159.159      172.844
      948        0.243        3.632            0      297.414      141.926      170.478
      949        0.225        3.621            0      297.503      138.873      173.969
      950        0.171        3.598            0      297.431      140.716      175.790
      951        0.280        3.621            0      296.284      117.931      175.547
      952        0.209        3.636            0      297.219      100.652      173.457
      953        0.150        3.619            0      296.432      104.679      170.357
      954        0.151        3.593            0      294.731      120.300      173.095
      955        0.358        3.655            0      296.989      152.435      174.075
      956        0.152        3.626            0      296.263      121.227      174.198
      957        0.293        3.611            0      296.428      124.045      174.456
      958        0.325        3.646            0      296.992      149.579      174.361
      959        0.278        3.624            0      295.333      147.421      174.461
      960        0.200        3.602            0      295.950      154.973      171.833
      961        0.180        3.577            0      294.072      142.476      169.137
      962        0.196        3.603            0      295.801      149.216      170.623
      963        0.322        3.636            0      294.660      149.932      170.870
      964        0.185        3.648            0      298.135      169.582      174.784
      965        0.338        3.668            0      298.789      133.588      175.926
      966        0.257        3.634            0      296.139      131.868      172.713
      967        0.289        3.619            0      295.114      135.518      170.137
      968        0.204        3.606            0      296.348      150.886      176.852
      969        0.253        3.622            0      295.393      163.382      171.758
      970        0.346        3.603            0      296.277      166.591      179.121
      971        0.218        3.591            0      295.632      127.032      173.933
      972        0.219        3.594            0      295.449      114.177      170.425
      973        0.169        3.562            0      293.339      124.331      173.320
      974        0.335        3.689            0      299.342      141.834      177.502
      975        0.271        3.664            0      298.014      142.324      175.345
      976        0.256        3.631            0      296.028       99.738      174.397
      977        0.288        3.624            0      295.382      154.651      170.120
      978        0.286        3.601            0      295.443      127.502      174.264
      979        0.207        3.594            0      296.735      155.004      172.205
      980        0.225        3.654            0      298.495      156.938      172.732
      981        0.250        3.620            0      296.674      136.792      172.061
      982        0.234        3.605            0      296.236      152.360      173.543
      983        0.233        3.594            0      295.946      123.378      171.939
      984        0.275        3.613            0      297.624      141.369      176.702
      985        0.260        3.622            0      296.964      125.986      173.880
      986        0.188        3.632            0      297.740      115.537      177.574
      987        0.227        3.630            0      294.616      157.003      170.515
      988        0.221        3.630            0      296.557      159.059      173.178
      989        0.302        3.606            0      294.841      131.272      172.093
      990        0.221        3.630            0      297.826      177.548      174.858
      991        0.204        3.618            0      296.317      146.789      175.367
      992        0.266        3.637            0      295.556      171.959      169.385
      993        0.232        3.638            0      297.599      186.240      172.352
      994        0.242        3.638            0      296.955      159.972      174.926
      995        0.183        3.623            0      294.484      167.555      172.894
      996        0.226        3.616            0      296.724      134.055      172.314
      997        0.276        3.676            0      299.932      142.939      181.643
      998        0.173        3.616            0      296.243      156.538      169.743
      999        0.258        3.623            0      296.692      132.316      173.527
     1000        0.331        3.617            0      296.773      124.643      177.383
