NatID,SMILES
418,C=C1[C@@H](O)C[C@H]2C(C)(C)CCC[C@]2(C)[C@@]12C[C@@](C)(CC(=O)OC)CO2
419,CC1=CC(=O)[C@H]2C(C)(C)CCC[C@]2(C)[C@@]12CC[C@@](C)(CC(=O)O)O2
420,COC(=O)C[C@]1(C)CC[C@@]2(O1)C(C)=CC(=O)[C@H]1C(C)(C)CCC[C@@]12C
421,CC1=CC(=O)[C@H]2[C@@](C)(O)CCC[C@]2(C)[C@@]12CC[C@@](C)(CC(=O)O)O2
422,COC(=O)C[C@]1(C)CC[C@@]2(O1)C(C)=CC(=O)[C@H]1[C@@](C)(O)CCC[C@@]12C
423,CC1=CC[C@H]2[C@@](C)(CO)CCC[C@]2(C)[C@@]12CC[C@@](C)(CC(=O)O)O2
424,COC(=O)C[C@]1(C)CC[C@@]2(O1)C(C)=CC[C@H]1[C@@](C)(CO)CCC[C@@]12C
425,CC1=CC[C@@H]2[C@](C)(CCC[C@@]2(C)C(=O)O)[C@@]12CC[C@@](C)(CC(=O)O)O2
426,COC(=O)C[C@]1(C)CC[C@@]2(O1)C(C)=CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O
427,CC1(C)CCC[C@@]2(C)[C@H]1CC=C(CO)[C@]21CC[C@@](C)(CC(=O)O)O1
428,COC(=O)C[C@]1(C)CC[C@@]2(O1)C(CO)=CC[C@H]1C(C)(C)CCC[C@@]12C
429,CC1=C[C@H](O)[C@H]2C(C)(C)CCC[C@]2(C)[C@@]12CC[C@@](C)(CC(=O)O)O2
430,COC(=O)C[C@]1(C)CC[C@@]2(O1)C(C)=C[C@H](O)[C@H]1C(C)(C)CCC[C@@]12C
431,CC1(C)CCC[C@@]2(C)[C@H]1CC(=O)O[C@]21CC[C@@](C)(CC(=O)O)O1
432,COC(=O)C[C@]1(C)CC[C@]2(OC(=O)C[C@H]3C(C)(C)CCC[C@@]32C)O1
433,CC(=O)C[C@H]1O[C@]2(CC[C@@](C)(CC(=O)O)O2)[C@@]2(C)CCCC(C)(C)[C@H]12
434,COC(=O)C[C@]1(C)CC[C@]2(O[C@H](CC(C)=O)[C@H]3C(C)(C)CCC[C@@]32C)O1
438,C=C(C)C(=O)O[C@H]1C[C@@H](C)C[C@@]2(O)C=C(C)[C@H](O2)[C@H]2OC(=O)C(=C)[C@H]12
440,C=C(C)C(=O)O[C@H]1C[C@@H](C)C[C@@]2(OC)C=C(C)[C@H](O2)[C@H]2OC(=O)C(=C)[C@H]12
451,C=C[C@]1(C)C[C@@H](O)[C@H]2[C@@H](C)C(=O)O[C@@H]2[C@H]1C(=C)C
453,C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC[C@@H](O)[C@]3(C)C[C@@H](OC(=O)c3ccoc3)[C@@H]12
456,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@H]([C@H](O)CC(C)=O)CC[C@H]12
460,C[C@@H]1CC=C2[C@H](CC[C@@H](O)C2(C)C)[C@@]12C[C@@H](c1ccoc1)OC2=O
461,CCCCCC(=O)C1=C(O)C(C)(CC=C(C)C)C(O)=C(Cc2c(OC)cc(O)c(C(=O)CCC)c2O)C1=O
462,CCCCCC(=O)C1=C(O)C(C)(CC=C(C)C)C(O)=C(Cc2c(OC)cc(O)c(C(=O)CCCCC)c2O)C1=O
464,CCCC(=O)C1=C(O)C(C)(CC=C(C)C)C(O)=C(Cc2c(O)cc(OC)c(C(=O)CCC)c2O)C1=O
465,CCCCCC(=O)c1c(OC)cc(O)c(CC2=C(O)C(C)(CC=C(C)C)C(O)=C(C(=O)CCC)C2=O)c1O
472,CC1(C)O[C@]2(C)CC[C@H]1CC2
473,C=C(C)C(=O)O[C@H]1C[C@@](C)(OC(C)=O)C(=O)CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(COC(C)=O)=C12
474,CC(=O)OCC1=C2[C@@H](OC(C)=O)C[C@@](C)(OC(C)=O)C(=O)CC[C@@]3(C)O[C@@H]3[C@H]2OC1=O
475,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21
476,C=C[C@@H](O)COc1cc2oc(=O)ccc2cc1OC
477,CC1Oc2c(O)cc3ccc(=O)oc3c2C1(C)C
478,C=CC(C)(C)c1cc2ccc(=O)oc2cc1O
479,COC(=O)CC[C@H]1C(=C(C)C)CC[C@@H](C)[C@]12C[C@@H](c1ccoc1)OC2=O
481,CC(C)=CCC[C@H](C)[C@@H]1CCC(C)=CC1=O
483,CC1=C(C)C(=O)O[C@@H]([C@H]2CO[C@@]3(O)C[C@H]4[C@@H](CC=C5CC=CC(=O)[C@@]54C)[C@@H]4CC[C@]2(O)[C@]43C)C1
484,C[C@@H]1CC[C@@]23COC(=O)C2=CCC[C@@H]3[C@@]1(C)CCc1ccoc1
485,C[C@@H]1[C@H](O)C[C@@]23COC(=O)C2=CC[C@H](O)[C@@H]3[C@@]1(C)CCc1ccoc1
486,C[C@@H]1[C@H](O)C[C@@]23COC(=O)C2=CCC[C@@H]3[C@@]1(C)CCc1ccoc1
487,C[C@@H]1[C@H](O)C[C@@]23COC(=O)C2=CC[C@H](O)[C@@H]3[C@@]1(C)CCC1=CCOC1=O
488,C[C@@H]1[C@H](O)C[C@@]23COC(=O)C2=CC[C@H](O)[C@@H]3[C@@]1(C)CCC1=CC(O)OC1=O
489,C[C@H]1CC[C@@]23C(=O)O[C@@H](C[C@H]2[C@]12C[C@@H](c1ccoc1)OC2=O)[C@H]1O[C@]13C
496,C[C@@H]1CC/C(CO)=C(C(=O)O)/C=C\C=C\[C@@]1(C)CCc1ccoc1
497,CC(=O)OC/C1=C(C(=O)O)\C=C/C=C/[C@@](C)(CCc2ccoc2)[C@H](C)CC1
498,C[C@@H]1CC[C@@]23COC(=O)C2=CC=C[C@@H]3[C@@]1(C)CCc1ccoc1
499,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)ccc1O
501,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O
502,CC(=O)O[C@@H]1C=C(C(=O)O)[C@]2(CO)CC[C@@H](C)[C@](C)(CCc3ccoc3)[C@H]2C1
504,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1
505,C.COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1
506,COc1cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c(O)c1OC
507,COc1cc2oc(-c3ccc(O)c(O)c3)c(OC)c(=O)c2c(O)c1OC
508,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1OC
509,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1O
510,C=C(C(=O)O)[C@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1
513,C=C(C(=O)O)[C@H]1CC[C@]2(C)CC(=O)C=C(C)C2C1
514,C=C(C(=O)O)[C@H]1CC[C@]2(C)CC[C@@H](O)C(=C)[C@]2(O)C1
516,C=C1CCCC2CCC(C(C)(O)CO)C[C@]12C
520,CC(=O)O[C@@H]1c2c(C)coc2C(=O)[C@H]2C(=O)CC[C@H](C)[C@@]12C
521,CC(=O)O[C@@H]1c2c(C)coc2C(=O)C2=CCC[C@H](C)[C@]21C
525,CC1=C2C[C@]3(C)[C@@H](C)CCC(=O)[C@@H]3C[C@@H]2OC1=O
529,C/C=C(/C[C@@H](C)[C@@](C)(O)C(=O)O)C(=O)O
530,OCC1=CCN2C[C@H](O)[C@@H](O)[C@@H]12
531,OCC1=CCN2CC[C@@H](O)[C@@H]12
533,C=C(C)[C@H]1CCc2c(OC)ccc3c2[C@H]1OC3=O
534,CC(C)[C@H]1CCc2c(O)ccc3c2[C@H]1OC3=O
535,C=C(C)[C@H]1CCc2cccc3c2[C@H]1OC3=O
536,CC(C)[C@H]1CCc2cccc3c2[C@H]1OC3=O
540,C=C1C(=O)O[C@@H]2C3C(C)=CC(=O)[C@@]34O[C@@]4(C)CC[C@@H]12
541,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
542,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
543,CC1=C[C@@H](O)[C@@H](C(C)C)CC1=O
544,CC(=O)O[C@@H]1C=C(C)C(=O)C[C@@H]1C(C)C
545,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
546,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
547,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C[C@H](O)C(=O)[C@@]3(C)[C@@H](O)[C@H]12
548,COc1cc([C@H]2Oc3cc(OCC=C(C)C)cc(O)c3C(=O)[C@@H]2O)ccc1O
549,C=CC(C)(C)c1c(O)cc2c(c1O)C(=O)[C@H](O)[C@@H](c1ccc(O)c(OC)c1)O2
550,C=CC(C)(C)c1c(O)cc2c(c1O)C(=O)[C@H](O)[C@@H](c1ccc(O)cc1)O2
551,CC(C)=CCOc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O
552,CC(C)=CCOc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)[C@@H](O)C2=O
553,CC(C)=CCOc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2=O
554,C=C[C@]1(C)C=C2CCC3[C@@](C)(CC[C@@H](O)[C@@]3(C)CO)[C@@H]2CC1
555,C=C[C@]1(C)C=C2CCC3[C@@](C)(CC[C@@H](OC(C)=O)[C@@]3(C)COC(C)=O)[C@@H]2CC1
557,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
558,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
559,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
560,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
561,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1
562,COC(=O)/C(=C/CC/C(C)=C/CCc1ccoc1)CCC=C(C)C
563,CC(C)=CCC/C(=C\CC/C(C)=C/CCc1ccoc1)CO
564,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
565,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
571,OC[C@H]1O[C@@H](O[C@@H]2OCC[C@H]3[C@H](O)[C@@H]4O[C@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O
577,CC1=COC(=O)[C@@H]2[C@@H](C)CC[C@H]12
580,COc1cc2c(c3oc(=O)ccc13)OCO2
581,COc1cc2ccc(=O)oc2c(OC)c1OCC(O)C(C)(C)O
582,CC(=O)O[C@@H]1C[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C(C)(C)[C@H]1OC(C)=O
583,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C
584,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2
586,C=C(C=O)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1
587,C=C(C(=O)OC)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1
588,C=C(C(=O)O)[C@@H]1CC[C@@]2(C)CCCC(C)=C2C1
589,C=C(C(=O)OC)[C@@H]1CC[C@@]2(C)CCCC(C)=C2C1
590,C=C(C(=O)OC)[C@@H]1CCC2=CC(=O)C[C@H](C)[C@@]2(C)C1
591,C=C(C(=O)OC)[C@@H]1CCC2=C[C@H](O)C[C@H](C)[C@@]2(C)C1
592,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@]12CC[C@@](C)(CC(=O)O)O2
594,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@]12CC[C@@](C)(C[C@@H]1O[C@H]1CO)O2
595,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@]12CC[C@@](C)(CC(=O)N(Cc1ccccc1)C(C)(C)C(=O)NCc1ccccc1)O2
596,O=C(/C=C/c1ccc(O)cc1O)c1ccccc1
597,COc1cc(O)cc(O)c1C(=O)/C=C/c1ccccc1
598,COc1c(O)ccc2c1O[C@H](c1ccccc1)CC2=O
599,CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@@]2(O)CC[C@H]3[C@@H]4C[C@H]5O[C@]56CC=CC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1
600,CC(=O)O[C@@H]1C[C@@H](O)[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C[C@@H](O)[C@@H]2[C@@H]([C@]4(C)CC[C@H](C(C)(C)O)O4)CC[C@]23C)C1(C)C
601,CC(=O)O[C@@H]1C[C@@H](OC(C)=O)[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C[C@@H](O)[C@@H]2[C@@H]([C@]4(C)CC[C@H](C(C)(C)O)O4)CC[C@]23C)C1(C)C
602,CC(C)[C@H]1CC[C@H]2[C@@H]3C=C[C@](C)(O)[C@H](O)C[C@]3(C)CC[C@@]21C(=O)O
603,CC1=CC(=O)C[C@]2(C)CC[C@@]3(C(=O)O)[C@@H](CC[C@@H]3C(C)C)[C@@H]2C1
604,CC(C)[C@H]1CC[C@H]2[C@@H]3C=C[C@](C)(O)CC[C@]3(C)CC[C@@]21C(=O)O
605,CC(C)[C@H]1CC[C@H]2[C@@H]3C=C[C@]4(C)CC[C@@]3(CC[C@@]21C(=O)O)CO4
606,O=c1ccc2ccc(O)cc2o1
607,COc1cc2ccc(=O)oc2c(O)c1O
608,C=C(C=C(C)C)/C=C(\C)CCOc1ccc2ccc(=O)oc2c1
613,C=C(C=O)[C@@H]1CC[C@@]2(C)CCCC(C)=C2C1
614,C=C(C=O)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1
615,C=C(C=O)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O[Si](C)(C)C)[C@@H]2C1
616,C=C(C=O)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(OC(=O)C(F)(F)F)[C@@H]2C1
617,C=C1C(=O)O[C@]23C[C@H]1CC[C@@]2(C)CCC[C@H]3C
618,C=C1C(=O)O[C@]23C[C@H]1CC[C@@]2(C)CCCC3=C
619,C=C(C(=O)O)[C@@H]1CCC2=CC=C[C@H](C)[C@@]2(C)C1
621,CC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
622,C=C1C[C@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(=C)[C@@H](O)C[C@@H]12
623,CC1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@]1(O)C=CC(=O)[C@@]21C
624,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O
625,c1ccc2c(c1)C[C@H]1NCCc3cc4c(c-2c31)OCO4
626,COc1ccc2c(c1)[C@H](OC)[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C
628,COc1c2c3c(c4c1OCO4)-c1ccccc1[C@H](O)[C@H]3N(C)CC2
633,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](OC(C)=O)[C@@H]4O[C@]4(COC(C)=O)[C@@H]23)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
634,CC(=O)OC[C@H]1O[C@@H](OCCc2ccc(OC(C)=O)c(OC(C)=O)c2)[C@H](OC(C)=O)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H]1OC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1
635,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
636,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(CO)O[C@H]2[C@@H]3OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
637,CC(=O)OC[C@]12O[C@H]1[C@H](O)[C@@H]1C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]12
638,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(COC(C)=O)O[C@H]2[C@@H]3OC(C)=O)[C@H](O)[C@@H](O)[C@@H]1O
639,CC(C)(C)[Si](OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)O[C@H]2[C@@H]3O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O)(c1ccccc1)c1ccccc1
640,CC(C)(C)[Si](OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)O[C@H]2[C@@H]3O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@H](O)[C@@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H]1O)(c1ccccc1)c1ccccc1
641,CC(C)(C)[Si](C)(C)OC[C@]12O[C@H]1[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]12
642,CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(CO[Si](C)(C)C(C)(C)C)O[C@H]2[C@@H]3O[Si](C)(C)C(C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O
643,O=C(OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(COC(=O)C(O)(c4ccccc4)c4ccccc4)O[C@H]2[C@@H]3OC(=O)C(O)(c2ccccc2)c2ccccc2)[C@H](O)[C@@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)[C@@H]1OC(=O)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1
644,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](O)[C@H]12
645,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(CCC(=O)O1)[C@]2(C)O
646,CO[C@@H]1C[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)O[C@H](C)[C@@H]1O
652,CCC(=O)O[C@@H]1c2c(C)coc2C(=O)[C@H]2[C@@H](O)CC[C@H](C)[C@@]12C
653,CC(=O)O[C@@H]1c2c(C)coc2C(=O)[C@@H]2[C@@H](O)CC[C@H](C)[C@@]12C
654,CCC(=O)O[C@@H]1c2c(C)coc2C(=O)[C@@H]2[C@@H](O)CC[C@H](C)[C@@]12C
655,C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)[C@@H]2[C@](O)(COC(C)=O)CC[C@H]1O
657,CC1(C)CCC[C@]2(C)[C@H](C=O)C(C=O)=CC[C@@H]12
658,C=C1[C@H](O)C[C@H]2C(C)(C)CCC[C@]2(C)[C@@]12C[C@@](C)(CC(=O)O)CO2
659,C=C1[C@H](O)C[C@H]2C(C)(C)CCC[C@]2(C)[C@@]12C[C@@](C)(CC(=O)OC)CO2
660,CC1=CC[C@@H]2[C@](C)(CCC[C@@]2(C)CO)[C@@]12CC[C@@](C)(CC(=O)O)O2
661,COC(=O)C[C@]1(C)CC[C@@]2(O1)C(C)=CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CO
664,CC(=O)OC/C=C(/CC[C@@]1(C)[C@H](C)CC[C@]2(C)C(C(=O)O[C@H]3O[C@@H](COC(C)=O)C(OC(C)=O)[C@@H](OC(C)=O)[C@@H]3OC(C)=O)=CCC[C@@H]21)COC(C)=O
668,COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)CC2=O
669,C=C(C(=O)O)[C@H]1CC[C@]2(C)CC[C@@H](O)C(=C)[C@@]2(O)C1
670,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
672,C/C=C1/C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
673,C/C=C1\C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
674,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3C[C@H](O)[C@@H](OC1=O)[C@@H]23
675,C/C=C1\C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
676,C/C=C1/C[C@@H](C)[C@](O)(CO)C(=O)OC[C@H]2CCN3CC[C@@H](OC1=O)[C@@H]23
677,C=C1C(=O)O[C@@H]2C3C(C)=CC(=O)C3=C(C)CC[C@@H]12
678,CC1=C[C@H](O)[C@@H](C(C)C)CC1=O
679,CC(=O)O[C@H]1C=C(C)C(=O)C[C@@H]1C(C)C
680,C=C1C(=O)O[C@H]2C[C@@H](C)C3C=CC(=O)[C@@]3(C)[C@H](O)[C@H]12
682,C=C[C@]1(C)C=C2CCC3[C@@](C)(CC[C@@H](O)[C@]3(C)CO)[C@@H]2CC1
683,C=C[C@]1(C)C=C2CCC3[C@@](C)(CC[C@@H](OC(C)=O)[C@]3(C)COC(C)=O)[C@@H]2CC1
686,CC(C)=CCC/C(=C\CC/C(C)=C/CCc1ccoc1)C(=O)O
687,C[C@@H]1CC[C@@]2(C)C(C(=O)O)=C[C@@H](O)CC2[C@@]1(C)CCc1ccoc1
690,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)[C@@H]4O[C@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O
691,COc1cc2ccc(=O)oc2cc1OCC(O)C(C)(C)O
692,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
693,C=C(C(=O)O)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1
694,C=C(C(=O)O)[C@@H]1CCC2=CC(=O)C[C@H](C)[C@@]2(C)C1
696,C=C(C(=O)O)[C@@H]1CCC2=CCC[C@H](C)[C@@]2(C)C1
697,O=C1CC(c2ccccc2)Oc2cc(O)ccc21
698,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
699,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
700,C=C1C(=O)O[C@H]2C[C@H](C)C(/C=C/C(C)=O)=CC[C@H]12
701,C=C1C(=O)O[C@@H]2[C@@H]1CC[C@H](C)[C@]1(CCC(=O)O1)[C@@]2(C)O
702,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)C1CCC(=O)O[C@]12C
703,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(CO)O[C@H]2[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]1O
949,C=C1C(=O)O[C@@H]2[C@@H](O)/C(C)=C\[C@@H](OC(C)(C)C(=C)C)C[C@@H](C)C[C@H](OC(=O)/C(C)=C\C)[C@@H]12
950,C=C1C(=O)O[C@@H]2[C@H]3O[C@](OC)(C=C3C)C[C@H](C)C[C@H](OC(=O)/C(C)=C\C)[C@@H]12
951,C=C(C)C(=O)O[C@H]1C[C@H](C)C[C@H](OC(C)(C)C(=C)C)/C=C(/C)[C@H](O)[C@H]2OC(=O)C(=C)[C@H]12
952,C=C1C(=O)O[C@@H]2[C@H]3O[C@](O)(C=C3C)C[C@H](C)C[C@H](OC(=O)/C(C)=C\C)[C@@H]12
953,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@H]3C[C@H]12
954,N[C@@H](Cc1ccc(O)cc1)C(=O)O
955,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccccc1)CC2=O
956,C=CC(C)(C)c1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)c(O)cc1O
957,CC1=CC[C@H]2C(C)(C)[C@H](O)[C@H](O)C[C@]2(C)[C@H]1CC[C@H](C)CC(=O)O
958,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)C(=O)CC[C@]12C
959,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)[C@H](O)[C@H](O)C[C@]12C
960,CC1=CC[C@H]2C(C)(C)C(=O)CC[C@]2(C)[C@H]1CC[C@H](C)CC(=O)O
961,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]12C
962,CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CC[C@H](C)CC(=O)O
963,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]12C
964,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)[C@H](O)[C@H](OS(C)(=O)=O)C[C@]12C
965,CC(=O)O[C@@H]1C[C@]2(C)CC[C@@]3(C(=O)O)[C@@H](CC[C@@H]3C(C)C)[C@@H]2C=C[C@]1(C)O
966,CC1=CC[C@H]2[C@@H]3CC[C@H](C(C)C)[C@@]3(C(=O)O)CC[C@@]2(C)CC1=O
967,CC(C)C1=C(O)C(=O)C2=C(C=C[C@@H]3[C@]4(C)CCC[C@]23COC4=O)C1=O
968,CC/C=C(\OC(C)=O)C1=C(OC(C)=O)C(C)(CC=C(C)C)C(OC(C)=O)=C(Cc2c(OC)cc(OC(C)=O)c(C(=O)CCC)c2OC(C)=O)C1=O
969,CC/C=C(\OC(C)=O)C1=C(OC(C)=O)C(C)(CC=C(C)C)C(OC(C)=O)=C(Cc2c(OC)cc(OC(C)=O)c(C(=O)CCCCC)c2OC(C)=O)C1=O
