smiles,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,PAINS,sa_score
COc1ccc(cc1)C2(O)CC(=O)c3c(O)cc(OC)cc3O2,316.309,2.2199,6,2,4.0,0.9029354880651576,1,85.22000000000001,0.2198035061359405,0.3153831303119659,0.8329654932022095,0.4718056917190552,0.6358375489711762,0.1895086050033569,0.4028178930282592,0.1214787364006042,0.1856525644659996,0.4968697488307952,0.4478828758001327,0.0318591071292757,0.0438586944714188,0.5817629098892212,0.9994113206863404,0.0175781924277544,0.0309811431914567,0.3489045202732086,0.0881557077169418,0.072384562715888,0.1741399064660072,0.0202465078793466,0.8041783452033997,0.2646498799324036,0.0844758369028568,0.0475403815507888,0.0169864110648632,0.3232225894927978,0.0946269243955612,0.1569054350256919,0.1863922834396362,-5.078881868234788,88.21428815064894,25.719532663068936,4.614886114464331,-10.942525322582169,2.2799106595303327,1.91383209275016,83.57356710766801,-3.9744110796769903,7.505705109126596,45.870492438929816,48.73982163629314,69.5036835982939,60.85692128732067,63.80379992245056,99.18573090345096,54.80806514152772,57.58045754168282,55.292749127568825,19.19348584722761,57.07638619620008,82.27995347033733,88.9492051182629,59.75184179914695,86.89414501744862,53.85808452888716,72.50872431174874,50.87243117487398,78.44125630089182,13.64870104691741,33.30748352074448,58.58860023264831,71.38425746413338,63.668088406359054,60.10081426909655,88.9492051182629,71.26793330748352,84.06359053896858,75.64947654129507,71.69445521519968,55.13765025203567,64.4823575029081,40.015509887553314,79.91469561845676,54.63357890655293,79.139201240791,75.06785575804575,14.501744862349748,40.75222954633579,43.85420705699884,86.46762310973246,57.85188057386584,45.79294300116324,36.91353237689027,34.35440093059325,58.43350135711516,61.341605273361765,32.49321442419542,85.42070569988367,[],2.976383228508576
COc1cc2OC3(Oc4cc(O)c(C)c(OC)c4C(C3O)c2c5OC(CCc15)c6ccccc6)c7ccccc7,538.5960000000003,5.914720000000006,7,2,2.0,0.3338630969454949,4,86.61000000000001,0.0997575707733631,0.1402882695198059,0.7479830384254456,0.1465943939983844,0.8712770104408264,0.4591222405433655,0.9217567443847656,0.2128534659743309,0.0548695417121052,0.8177682995796204,0.5780364573001862,0.1496087480336427,0.0200345372781157,0.83240305185318,0.9987797856330872,0.0026970484293997,0.0109282315243035,0.3218139395117759,0.0899796698242425,0.0317278925329446,0.1614251241087913,0.0695530302822589,0.8218653321266174,0.9527628421783448,0.2952663093805313,0.0056708281859755,0.1465399086475372,0.8735259771347046,0.1638456225395202,0.1563040249049663,0.9186147570610046,-5.266784115983667,25.68609923099201,72.541006062102,-8.455865464066877,-8.316468260360486,3.8252489377847967,3.5621453224641693,98.7797096365944,-5.880193026051442,0.6105256172451321,85.07173322993408,93.8348196975572,77.35556417215975,60.85692128732067,9.848778596355176,25.591314462970143,80.1085692128732,58.43350135711516,33.423807677394336,9.1120589375727,42.72974020938348,65.68437378829003,96.16130283055448,91.04303993796044,98.56533540131834,67.35168670027142,51.99689802248933,90.34509499806126,83.17177200465296,48.894920511826285,18.84451337727801,74.71888328809617,63.97828615742536,21.015897634742142,26.98720434276852,87.90228770841411,71.46180690189996,66.03334625823963,73.24544397053121,87.82473827064753,56.92128732066692,97.32454439705312,71.0352849941838,47.576580069794495,89.02675455602946,97.16944552151996,82.20240403257077,14.501744862349748,88.9104303993796,33.38503295851105,38.85226832105467,88.13493602171384,21.51996898022489,63.28034121752617,96.54905001938737,90.61651803024428,89.06552927491275,6.126405583559519,42.07056998836758,[],4.902564480057752
COc1cc(O)c2C3C(O)C(Oc2c1)(Oc4cc(O)c5CC(O)C(Oc5c34)c6ccc(O)cc6)c7ccc(O)cc7,558.5390000000003,3.6853000000000016,10,6,2.0,0.2190732202381147,5,158.3,0.1074838168919086,0.0478774212300777,0.5100398302078247,0.0782534833997488,0.6473680555820465,0.2577374875545501,0.7235238432884217,0.0778376787900924,0.0603209864348173,0.6649815917015076,0.3194178998470306,0.0750572118908166,0.0590312398970127,0.784280526638031,0.9685171127319336,0.0107345841359347,0.0241616422310471,0.1759544312953949,0.1086070135235786,0.0461200227960944,0.1340041995048523,0.0480068728327751,0.3986672043800354,0.7867570757865906,0.0968933910131454,0.0136533861048519,0.1275778740644454,0.6704672336578369,0.1931146949529648,0.119606964290142,0.848955512046814,-5.920308454123155,1.6673268458082346,38.3470477641907,8.046581532347387,-10.896852245510877,3.317690283424625,1.5911271536414355,88.53293829055912,-3.9780320815564254,-1.606534062325499,86.35129895308259,72.6250484683986,88.9104303993796,93.05932531989144,9.848778596355176,13.803799922450562,83.96665374176037,86.15742535866615,35.129895308259016,2.404032570763862,20.046529662659943,57.115160915083365,89.14307871267933,72.04342768514928,95.30825901512212,42.303218301667314,53.470337340054286,68.63125242341992,73.12911981388135,29.468786351298952,40.17060876308646,70.14346645986816,33.11360992632803,50.019387359441644,50.32958511050795,79.56572314850717,74.36991081814656,75.06785575804575,66.57619232260566,83.09422256688639,29.236138037999226,87.70841411399768,43.23381155486623,61.41915471112834,87.55331523846452,91.93485847227608,84.87785963551764,8.530438154323381,81.7371074059713,13.726250484683986,16.169057774331137,69.3679720822024,51.26017836370686,37.572702597906165,89.2206281504459,52.22954633578907,70.49243892981775,32.37689026754556,24.19542458317177,[],5.140772069523334
CC1=CC2C3C(C1)c4ccc(O)cc4OC3(Oc5cc(cc(O)c25)c6oc7cc(O)ccc7c6)c8ccc(O)cc8O,562.5740000000003,7.099200000000009,8,5,2.0,0.1439764590897922,4,132.75,0.2866004452109337,0.0919431492686271,0.6118569374084473,0.5580316424369812,0.893059241771698,0.293728220462799,0.9158725261688232,0.0528839562088251,0.0652629397809505,0.6741366863250733,0.2581623926758766,0.299783144891262,0.0520762249827384,0.9377942442893982,0.9990179181098938,0.0100957992719486,0.0100823523476719,0.5046019554138184,0.3366781443357468,0.1447011396288871,0.4056734800338745,0.1694701313972473,0.498426741361618,0.8550135850906372,0.6420579075813293,0.0417946694418788,0.7366636395454407,0.9419238805770874,0.2978768914937973,0.4894160628318786,0.8257016777992249,-5.406246320000262,27.239903617930857,28.059142343745123,58.170462665424296,-7.960393163340488,4.099321648363332,3.4647215358540167,102.19722883948172,-5.503639642144719,-1.2063648294910605,86.85537029856533,97.28576967816984,82.35750290810391,90.75222954633578,9.848778596355176,8.452888716556805,80.1085692128732,81.03916246607211,64.79255525397441,5.661108956960062,26.79333074835208,84.56766188445134,96.47150058162076,77.47188832880961,98.44901124466848,35.01357115160915,54.94377665761923,69.67816983326871,69.87204342768514,72.35362543621558,37.37882900348973,86.73904614191547,66.1108956960062,48.19697557192711,25.24234199302055,92.94300116324156,92.1675067855758,91.39201240791004,93.02055060100814,94.53276463745638,34.1993020550601,90.577743311361,90.26754556029468,78.05350911205893,98.9918573090345,98.75920899573478,90.30632027917795,56.76618844513377,80.03101977510663,26.909654905001936,40.7134548274525,60.17836370686312,89.49205118262893,66.7312911981388,98.17758821248546,88.87165568049632,93.67972082202404,8.685537029856533,26.79333074835208,[],4.541837741400359
OC1Cc2c(O)cc3OC4(Oc5cc(O)cc(O)c5C(C4O)c3c2OC1c6ccc(O)c(O)c6)c7ccc(O)c(O)c7,576.5100000000003,2.7935000000000008,12,9,1.0,0.1578097231117306,5,209.76,0.1876862153410911,0.0441943734884262,0.3627334922552109,0.1088273555040359,0.3638847529888153,0.1394816875457763,0.3982655823230743,0.0511579660698771,0.0623411068692803,0.5666959762573243,0.1669884130358696,0.0637614544481039,0.0842378098517656,0.791095769405365,0.8539326786994934,0.0402611948549747,0.0485213186591863,0.1430228054523468,0.1750298783183098,0.0671499919146299,0.1641315534710884,0.0555104728788137,0.213067802786827,0.7310657501220703,0.1400587387382984,0.0259602768346667,0.1490588024258613,0.5515098392963409,0.1923167198896408,0.1893629387021064,0.7493633151054382,-6.400908908330547,-7.803070658526733,22.685850818014103,41.55658008157542,-11.220064463787432,3.2948532599217883,1.1770964475515804,85.041182124076,-2.5496219602491323,-0.4453815192942074,87.66963939511439,58.9763474214812,92.32260566110897,96.06436603334626,2.908103916246607,9.267157813105854,83.96665374176037,92.74912756882512,49.98061264055836,2.055060100814269,11.981388134936022,61.341605273361765,76.73516867002714,48.00310197751066,86.81659557968204,34.044203179526946,54.168282279953466,57.07638619620008,63.35789065529275,25.51376502520357,47.26638231872819,70.80263668088406,24.27297402093835,81.34936021713843,72.23730127956573,76.77394338891042,83.09422256688639,82.66770065917022,73.5944164404808,85.07173322993408,21.24854594804188,84.95540907328422,52.19077161690578,71.84955409073284,89.14307871267933,87.51454051958123,84.80031019775106,18.8832880961613,74.99030632027917,6.359053896859248,10.740597130670803,55.64172159751842,83.21054672353625,34.121752617293524,88.98797983714618,45.09499806126406,63.784412563008914,59.90694067468011,32.80341217526173,['catechol_A(92)'],5.36106644068761
CC1=CC2C3C(C1)c4c(O)cc(cc4OC3(Oc5cc(O)ccc25)c6ccc(O)cc6O)c7oc8cc(O)ccc8c7,562.5740000000003,7.099200000000008,8,5,2.0,0.1439764590897924,4,132.75,0.2795862674713135,0.093905621767044,0.6068496942520142,0.5698288321495056,0.8946733236312866,0.2962032169103622,0.91731960773468,0.0549814833328127,0.0680529706180095,0.6734135746955872,0.2640316531062126,0.2940305784344673,0.0518825374543666,0.9369636297225952,0.9990262389183044,0.0103548288810998,0.0100989624857902,0.5030829608440399,0.336789545416832,0.1456039264798164,0.4034180641174316,0.1678668424487114,0.5021851986646653,0.8583632588386536,0.6381713390350342,0.040693406201899,0.737037992477417,0.9409026026725767,0.2944303512573242,0.4923622369766235,0.8265778660774231,-5.414800962143671,26.818988050797746,27.9983979581648,58.88084855732069,-7.962754930481533,4.087635777857805,3.446544490624671,102.11552759716672,-5.4625744184042535,-1.2887333131789425,86.85537029856533,97.28576967816984,82.35750290810391,90.75222954633578,9.848778596355176,8.452888716556805,80.1085692128732,81.03916246607211,63.97828615742536,5.816207832493214,26.4055835595192,85.0329585110508,96.58782473827064,77.78208607987592,98.48778596355176,35.789065529274914,55.48662272198526,69.56184567661884,70.3761147731679,71.61690577743312,37.26250484683986,86.46762310973246,66.14967041488948,48.778596355176425,25.319891430787127,92.94300116324156,92.1675067855758,91.43078712679332,92.98177588212484,94.49398991857308,34.1993020550601,90.81039162466072,90.07367196587823,77.70453664210935,98.9918573090345,98.75920899573478,90.2287708414114,57.03761147731679,80.1085692128732,26.754556029468787,40.24815820085304,60.13958898797984,89.53082590151222,66.69251647925552,98.0612640558356,88.71655680496316,93.60217138425746,9.267157813105854,26.289259402869327,[],4.542924664477281
OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3c(O)cc5OC6(Oc7c(C8C(O)C(Oc9cc(O)cc(O)c89)c%10ccc(O)c(O)c%10)c(O)cc(O)c7C(C6O)c45)c%11ccc(O)c(O)c%11)c%12ccc(O)c(O)c%12)c2OC1c%13ccc(O)c(O)c%13,1153.0200000000004,5.691300000000019,24,19,0.0,0.0888654417733205,11,430.5200000000001,0.2051367945969104,0.0305461935698986,0.3612304002046585,0.1334362015128135,0.4982027530670166,0.1463885396718978,0.626109266281128,0.0431800808757543,0.0613375857472419,0.6633039236068725,0.3784810751676559,0.0660142481327056,0.0624384652823209,0.8302167892456055,0.9335416674613952,0.0320495139807462,0.0285299557261168,0.1185902334749698,0.3021842032670975,0.0853783551603555,0.1796423122286796,0.1188605464994907,0.2017274111509323,0.8971861481666565,0.2502856895327568,0.0339989701285958,0.2383767113089561,0.8010364055633545,0.3380492836236953,0.1635279446840286,0.8223638534545898,-6.367311559867988,-8.218777457202847,31.45351950657037,90.77994865394372,-11.500834993645714,3.5531397754060747,1.7003672715678744,89.0163340327159,-3.313368923671406,0.3385877868134956,97.20822024040324,92.59402869329196,98.77859635517642,99.05001938735944,0.1938735944164404,4.808065141527724,96.47150058162076,97.51841799146956,52.69484296238852,1.0081426909654905,11.981388134936022,64.28848390849166,83.83094222566886,49.70918960837534,93.29197363319116,30.476929042264445,53.89685924777045,68.55370298565336,75.5719271035285,26.328034121752616,41.139976735168666,74.40868553702985,28.46064366033346,77.58821248545948,56.76618844513377,74.02093834819698,90.81039162466072,86.15742535866615,76.851492826677,92.47770453664212,20.16285381930981,93.33074835207444,66.69251647925552,75.5719271035285,93.21442419542458,95.38580845288872,91.8185343156262,15.432338115548662,79.91469561845676,6.591702210158976,10.39162466072121,62.89259402869329,94.88173710740595,31.75649476541295,93.36952307095774,54.36215587436991,71.73322993408297,44.6297014346646,39.55021326095385,['catechol_A(92)'],7.103277537889482
OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6c5c(O)cc7OC8(Oc9cc(O)cc(O)c9C(C8O)c67)c%10ccc(O)c(O)c%10)c%11ccc(O)c(O)c%11)c%12ccc(O)c(O)c%12)c2OC1c%13ccc(O)c(O)c%13,1153.0200000000004,5.691300000000019,24,19,0.0,0.0888654417733205,11,430.5200000000001,0.1986194401979446,0.0293510684743523,0.371368345618248,0.133400759100914,0.5124687790870667,0.1514090716838836,0.6268324375152587,0.0423709936439991,0.0576286483556032,0.6652532637119293,0.3552633106708526,0.0706878472119569,0.0640475191175937,0.8351242184638977,0.9341653704643248,0.0290099013596773,0.0262423710897564,0.1221121743321418,0.2914427191019058,0.0814259748905897,0.1697446346282959,0.1139172382652759,0.1983005963265895,0.8999395370483398,0.2543815359473228,0.0322920341044664,0.2501637518405914,0.7991707682609558,0.3407236456871033,0.164780955016613,0.8185075163841248,-6.354656477620416,-9.58171239755782,31.52638622711,83.43969099177087,-11.256472079295746,3.544487915186278,1.8234644349574,89.22657876629174,-3.4224132667488534,1.443549195025886,97.20822024040324,92.59402869329196,98.77859635517642,99.05001938735944,0.1938735944164404,4.808065141527724,96.47150058162076,97.51841799146956,51.88057386583947,0.8918185343156262,12.3691353237689,64.28848390849166,84.3737882900349,50.52345870492439,93.29197363319116,30.08918185343156,52.7723924001551,68.67002714230321,74.40868553702985,28.266770065917022,41.41139976735168,74.99030632027917,28.615742535866616,75.95967429236138,53.35401318340442,74.48623497479643,90.34509499806126,85.49825513765025,74.48623497479643,92.08995734780925,19.852656068243505,93.56339666537416,66.88639007367196,74.95153160139589,93.52462194649088,95.26948429623884,91.93485847227608,15.509887553315238,79.56572314850717,6.824350523458705,9.887553315238463,63.00891818534316,93.98991857309034,33.65645599069407,93.136874757658,56.72741372625048,72.08220240403257,42.49709189608375,49.20511826289259,['catechol_A(92)'],7.041532477278766
OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6c5c(O)cc7OC8(Oc9cc(O)cc(O)c9C(C8O)c67)c%10ccc(O)c(O)c%10)c%11ccc(O)c(O)c%11)c%12ccc(O)c(O)c%12)c2OC1c%13ccc(O)c(O)c%13,1153.0200000000004,5.691300000000019,24,19,0.0,0.0888654417733205,11,430.5200000000001,0.1986194401979446,0.0293510684743523,0.371368345618248,0.133400759100914,0.5124687790870667,0.1514090716838836,0.6268324375152587,0.0423709936439991,0.0576286483556032,0.6652532637119293,0.3552633106708526,0.0706878472119569,0.0640475191175937,0.8351242184638977,0.9341653704643248,0.0290099013596773,0.0262423710897564,0.1221121743321418,0.2914427191019058,0.0814259748905897,0.1697446346282959,0.1139172382652759,0.1983005963265895,0.8999395370483398,0.2543815359473228,0.0322920341044664,0.2501637518405914,0.7991707682609558,0.3407236456871033,0.164780955016613,0.8185075163841248,-6.354656477620416,-9.58171239755782,31.52638622711,83.43969099177087,-11.256472079295746,3.544487915186278,1.8234644349574,89.22657876629174,-3.4224132667488534,1.443549195025886,97.20822024040324,92.59402869329196,98.77859635517642,99.05001938735944,0.1938735944164404,4.808065141527724,96.47150058162076,97.51841799146956,51.88057386583947,0.8918185343156262,12.3691353237689,64.28848390849166,84.3737882900349,50.52345870492439,93.29197363319116,30.08918185343156,52.7723924001551,68.67002714230321,74.40868553702985,28.266770065917022,41.41139976735168,74.99030632027917,28.615742535866616,75.95967429236138,53.35401318340442,74.48623497479643,90.34509499806126,85.49825513765025,74.48623497479643,92.08995734780925,19.852656068243505,93.56339666537416,66.88639007367196,74.95153160139589,93.52462194649088,95.26948429623884,91.93485847227608,15.509887553315238,79.56572314850717,6.824350523458705,9.887553315238463,63.00891818534316,93.98991857309034,33.65645599069407,93.136874757658,56.72741372625048,72.08220240403257,42.49709189608375,49.20511826289259,['catechol_A(92)'],7.041532477278766
CC1=CC2C3C(C1)c4ccc(O)cc4OC3(Oc5cc(cc(O)c25)c6oc7cc(O)ccc7c6)c8ccc(O)c9C=CC(C)(C)Oc89,628.6770000000001,8.577800000000005,8,4,2.0,0.1435028862345661,4,121.75,0.2802752315998077,0.076001913100481,0.6376614570617676,0.4322498559951782,0.8923157215118408,0.2754848212003707,0.9201342701911926,0.0434495827183127,0.0448850516229867,0.732417106628418,0.2330332696437835,0.3651799976825714,0.0453534141182899,0.9342971920967102,0.9991562724113464,0.0080776973627507,0.0076628851704299,0.4873124778270721,0.3591578215360641,0.124449810385704,0.3593219101428985,0.2113910555839538,0.5279153287410736,0.8698538899421692,0.713007926940918,0.0435535807162523,0.7635242938995361,0.953634798526764,0.3621123433113098,0.4644394993782043,0.8189932703971863,-5.203909493023208,22.141467236829616,27.948989283023952,85.15884885308091,-7.572369469716452,4.398880471708727,3.7841017859891912,102.90739293096355,-5.5956811301006,2.298515750381381,90.61651803024428,98.44901124466848,82.35750290810391,86.02171384257464,9.848778596355176,8.452888716556805,80.1085692128732,78.71267933307483,64.05583559519194,4.730515703761148,29.236138037999226,81.19426134160527,96.4327258627375,74.68010856921288,98.52656068243505,30.67080263668088,48.5459480418767,77.85963551764249,68.32105467235363,79.60449786739046,33.96665374176037,85.88600232648314,67.54556029468786,42.53586661496704,19.930205506010083,92.67157813105857,92.86545172547498,89.99612252811167,91.31446297014348,95.54090732842188,35.47886777820861,91.27568825126018,93.1756494765413,78.71267933307483,99.10818146568435,98.9918573090345,92.55525397440869,54.51725474990306,79.60449786739046,36.71965878247383,35.01357115160915,60.10081426909655,94.30011632415663,70.18224117875145,99.26328034121752,93.36952307095774,94.57153935633968,7.871267933307483,56.45599069406747,[],4.874482659049002
