  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      551        0.168        3.472            0      306.779      206.191      158.464
      552        0.342        3.503            0      306.204      161.028      159.103
      553        0.199        3.496            0      307.611      158.158      157.931
      554        0.192        3.457            0      307.409      147.439      160.379
      555        0.246        3.407            0      303.704      139.376      160.792
      556        0.290        3.478            0      303.816      140.403      154.082
      557        0.226        3.476            0      306.526      150.649      163.064
      558        0.257        3.425            0      303.948      136.399      164.539
      559        0.227        3.420            0      303.835      164.651      160.748
      560        0.207        3.467            0      306.558      131.072      159.200
      561        0.252        3.392            0      303.830      163.194      162.812
      562        0.203        3.441            0      305.238      170.037      163.442
      563        0.252        3.460            0      306.440      159.792      164.975
      564        0.224        3.415            0      305.464      154.202      165.869
      565        0.219        3.438            0      306.294      151.818      163.206
      566        0.210        3.433            0      306.381      139.339      163.180
      567        0.153        3.476            0      307.332      135.334      164.244
      568        0.296        3.438            0      305.655      180.749      161.125
      569        0.195        3.431            0      304.500      157.231      164.799
      570        0.256        3.468            0      306.983      158.100      164.586
      571        0.234        3.497            0      309.158      207.743      162.302
      572        0.302        3.505            0      306.941      153.966      157.743
      573        0.378        3.427            0      306.521      140.019      165.169
      574        0.166        3.456            0      303.965      167.995      161.708
      575        0.188        3.465            0      306.740      145.448      157.541
      576        0.143        3.506            0      310.748      148.692      161.181
      577        0.180        3.476            0      306.791      123.907      160.162
      578        0.220        3.404            0      301.768      170.176      159.463
      579        0.170        3.490            0      307.524      177.444      164.776
      580        0.163        3.471            0      306.260      159.980      159.455
      581        0.204        3.447            0      306.622      153.299      165.008
      582        0.194        3.434            0      306.739      184.438      162.200
      583        0.242        3.425            0      305.344      156.266      159.795
      584        0.200        3.451            0      305.984      169.848      159.298
      585        0.196        3.472            0      306.120      134.033      158.174
      586        0.231        3.414            0      304.832      159.518      163.604
      587        0.237        3.478            0      308.518      164.804      165.441
      588        0.207        3.480            0      307.876      123.361      162.503
      589        0.300        3.430            0      304.326      170.170      160.625
      590        0.301        3.469            0      306.563      165.587      161.405
      591        0.257        3.471            0      307.818      169.649      162.693
      592        0.257        3.462            0      308.208      160.865      164.299
      593        0.172        3.455            0      307.277      173.142      163.812
      594        0.211        3.448            0      306.580      179.369      167.839
      595        0.139        3.465            0      306.492      156.245      161.391
      596        0.274        3.414            0      306.256      182.188      164.242
      597        0.276        3.509            0      306.601      175.412      157.115
      598        0.275        3.430            0      306.398      171.056      164.568
      599        0.262        3.467            0      305.818      197.333      163.523
      600        0.318        3.446            0      306.148      166.221      162.242
      601        0.291        3.461            0      306.298      154.089      161.222
      602        0.174        3.482            0      307.607      166.514      163.981
      603        0.258        3.412            0      303.060      192.828      160.946
      604        0.220        3.472            0      307.742      172.199      159.497
      605        0.209        3.423            0      303.042      185.887      154.964
      606        0.169        3.474            0      308.075      167.977      160.386
      607        0.189        3.486            0      305.972      195.922      161.703
      608        0.325        3.506            0      307.492      166.885      155.498
      609        0.142        3.460            0      305.400      146.414      163.985
      610        0.264        3.419            0      304.438      151.493      164.361
      611        0.205        3.471            0      307.469      182.111      165.349
      612        0.246        3.411            0      304.393      162.584      161.853
      613        0.224        3.428            0      305.567      155.059      160.740
      614        0.218        3.430            0      303.963      130.801      164.525
      615        0.184        3.471            0      308.493      171.844      163.732
      616        0.221        3.475            0      305.968      142.649      159.083
      617        0.172        3.499            0      308.737      186.215      162.591
      618        0.166        3.439            0      304.325      177.470      161.687
      619        0.248        3.528            0      309.292      157.178      163.146
      620        0.138        3.466            0      307.675      147.691      164.951
      621        0.237        3.475            0      305.976      143.078      161.863
      622        0.259        3.462            0      306.062      141.986      162.608
      623        0.164        3.476            0      306.680      152.016      159.978
      624        0.187        3.495            0      309.928      145.036      162.615
      625        0.219        3.495            0      306.297      143.543      160.534
      626        0.204        3.492            0      308.655      130.192      158.203
      627        0.282        3.457            0      304.901      129.720      159.709
      628        0.286        3.484            0      305.804      133.632      160.304
      629        0.277        3.494            0      307.607      130.230      160.384
      630        0.207        3.442            0      305.268      124.740      161.823
      631        0.250        3.439            0      305.481      137.428      160.746
      632        0.194        3.434            0      305.058      129.431      158.456
      633        0.261        3.420            0      304.536      134.118      162.283
      634        0.255        3.517            0      309.737      135.676      157.651
      635        0.191        3.478            0      309.166      144.581      162.660
      636        0.199        3.450            0      305.571      158.438      159.504
      637        0.193        3.471            0      307.454      186.928      163.195
      638        0.136        3.446            0      306.204      174.867      162.773
      639        0.133        3.446            0      306.678      164.782      161.952
      640        0.196        3.463            0      307.472      167.023      161.565
      641        0.259        3.503            0      308.264      136.008      164.955
      642        0.251        3.441            0      306.262      139.656      160.180
      643        0.270        3.523            0      307.701      141.964      163.424
      644        0.177        3.464            0      305.457      150.723      159.354
      645        0.210        3.489            0      306.049      143.148      159.865
      646        0.149        3.440            0      304.396      154.953      162.858
      647        0.144        3.447            0      306.633      152.181      160.429
      648        0.273        3.494            0      306.323      142.906      158.707
      649        0.162        3.457            0      308.273      167.382      166.229
      650        0.238        3.486            0      306.454      163.112      162.272
      651        0.241        3.468            0      306.370      171.400      165.101
      652        0.198        3.496            0      307.694      160.314      164.751
      653        0.216        3.455            0      305.318      148.812      159.103
      654        0.162        3.450            0      304.555      153.540      160.946
      655        0.218        3.504            0      306.879      144.266      161.867
      656        0.266        3.519            0      307.891      143.284      160.145
      657        0.224        3.476            0      306.294      135.503      162.875
      658        0.273        3.439            0      305.969      131.756      162.251
      659        0.199        3.412            0      302.519      148.037      161.721
      660        0.192        3.446            0      303.289      154.002      159.729
      661        0.296        3.391            0      302.187      170.105      161.849
      662        0.227        3.437            0      306.478      141.520      160.585
      663        0.228        3.459            0      305.332      135.006      159.456
      664        0.247        3.464            0      304.893      126.308      161.162
      665        0.238        3.507            0      308.137      140.631      160.297
      666        0.183        3.438            0      305.531      146.784      160.186
      667        0.198        3.497            0      308.273      126.663      164.978
      668        0.273        3.507            0      308.250      134.427      163.319
      669        0.222        3.465            0      307.126      144.614      163.026
      670        0.184        3.453            0      305.123      142.548      162.954
      671        0.212        3.504            0      307.455      139.641      158.210
      672        0.204        3.507            0      307.884      129.541      162.341
      673        0.265        3.503            0      305.940      131.322      162.257
      674        0.258        3.416            0      305.254      136.183      167.863
      675        0.270        3.522            0      308.616      135.203      162.493
      676        0.242        3.489            0      309.581      128.050      164.897
      677        0.253        3.484            0      304.612      139.877      158.579
      678        0.169        3.442            0      305.454      124.873      161.054
      679        0.168        3.510            0      308.439      128.514      160.064
      680        0.313        3.453            0      304.279      129.188      158.371
      681        0.240        3.458            0      306.234      123.503      160.803
      682        0.162        3.458            0      305.807      126.042      162.713
      683        0.220        3.443            0      304.334      121.407      159.704
      684        0.232        3.452            0      305.989      124.763      159.735
      685        0.257        3.499            0      306.481      150.892      162.221
      686        0.173        3.457            0      305.730      155.361      159.259
      687        0.272        3.475            0      305.368      167.450      160.456
      688        0.210        3.474            0      306.158      132.608      163.627
      689        0.239        3.498            0      307.679      168.609      162.019
      690        0.275        3.422            0      303.904      151.599      160.410
      691        0.194        3.480            0      305.919      149.406      160.212
      692        0.204        3.472            0      304.015      154.127      158.453
      693        0.251        3.505            0      307.226      139.952      157.705
      694        0.183        3.466            0      304.461      131.213      158.809
      695        0.211        3.419            0      303.265      130.695      161.437
      696        0.226        3.501            0      308.525      135.796      160.766
      697        0.224        3.483            0      305.876      152.347      156.194
      698        0.237        3.503            0      308.167      148.773      161.756
      699        0.219        3.465            0      305.713      111.516      161.990
      700        0.197        3.490            0      308.690      106.995      162.980
      701        0.242        3.461            0      307.940      126.490      163.279
      702        0.222        3.505            0      306.699      112.358      161.799
      703        0.150        3.473            0      307.064      130.204      161.675
      704        0.222        3.436            0      306.317      116.588      160.280
      705        0.191        3.468            0      306.645      123.751      162.241
      706        0.223        3.493            0      306.594      115.604      163.313
      707        0.233        3.485            0      305.496      144.402      161.333
      708        0.275        3.511            0      308.604      134.264      159.482
      709        0.212        3.492            0      307.368      146.568      160.049
      710        0.169        3.484            0      308.093      146.813      163.770
      711        0.182        3.491            0      307.084      142.112      165.255
      712        0.180        3.463            0      308.746      154.700      161.530
      713        0.217        3.492            0      306.577      144.228      159.013
      714        0.208        3.519            0      309.876      130.525      165.689
      715        0.235        3.461            0      307.054      135.406      160.485
      716        0.241        3.481            0      305.968      160.808      161.887
      717        0.192        3.480            0      308.714      157.743      159.354
      718        0.155        3.479            0      308.688      138.281      161.437
      719        0.223        3.507            0      308.653      145.146      160.193
      720        0.183        3.450            0      306.581      126.673      162.089
      721        0.221        3.461            0      307.218      153.901      160.516
      722        0.295        3.536            0      308.342      126.953      160.972
      723        0.195        3.455            0      306.401      137.047      159.594
      724        0.324        3.482            0      305.576      150.452      160.853
      725        0.219        3.470            0      304.699      118.454      161.186
      726        0.182        3.463            0      306.142      120.859      162.864
      727        0.237        3.497            0      308.008      152.276      158.173
      728        0.182        3.486            0      308.381      136.058      163.404
      729        0.205        3.408            0      301.780      127.899      163.979
      730        0.187        3.467            0      308.124      122.125      162.455
      731        0.252        3.464            0      305.325      142.532      162.166
      732        0.171        3.467            0      305.783      145.300      163.868
      733        0.239        3.486            0      307.440      138.383      161.569
      734        0.209        3.470            0      306.454      142.098      160.094
      735        0.166        3.446            0      305.762      144.302      165.480
      736        0.182        3.441            0      307.608      140.856      161.929
      737        0.202        3.442            0      304.575      136.620      165.197
      738        0.259        3.415            0      305.028      132.010      158.413
      739        0.169        3.449            0      305.025      130.490      166.493
      740        0.150        3.436            0      305.111      157.318      162.553
      741        0.207        3.438            0      305.664      120.810      160.173
      742        0.243        3.451            0      303.470      135.886      155.668
      743        0.140        3.457            0      306.462      139.167      161.414
      744        0.209        3.474            0      305.732      139.878      156.765
      745        0.125        3.473            0      309.173      121.181      162.514
      746        0.252        3.434            0      304.672      142.617      162.663
      747        0.188        3.463            0      305.927      141.426      157.871
      748        0.217        3.481            0      306.893      139.556      160.364
      749        0.217        3.468            0      306.197      139.721      158.272
      750        0.224        3.474            0      304.875      130.243      158.073
      751        0.221        3.488            0      305.790      147.996      159.759
      752        0.150        3.459            0      305.998      133.842      160.478
      753        0.193        3.449            0      304.276      121.985      160.945
      754        0.179        3.469            0      307.312      134.393      162.047
      755        0.167        3.485            0      307.431      138.139      162.126
      756        0.278        3.476            0      306.222      121.499      157.709
      757        0.201        3.493            0      307.815      138.052      156.925
      758        0.180        3.451            0      305.820      123.539      156.673
      759        0.227        3.489            0      307.684      123.150      160.128
      760        0.209        3.482            0      306.718      104.541      160.568
      761        0.264        3.412            0      304.220      120.116      162.784
      762        0.204        3.497            0      307.869      142.900      163.712
      763        0.262        3.469            0      308.145      135.193      157.525
      764        0.151        3.469            0      305.720      138.658      162.320
      765        0.246        3.448            0      306.514      132.908      166.533
      766        0.229        3.454            0      305.093      135.316      158.074
      767        0.286        3.450            0      306.788      140.420      163.555
      768        0.235        3.458            0      304.881      125.901      158.975
      769        0.192        3.442            0      306.482      132.018      164.112
      770        0.209        3.438            0      304.063      153.013      159.201
      771        0.260        3.530            0      308.652      105.546      158.692
      772        0.221        3.465            0      305.768      134.357      158.552
      773        0.217        3.444            0      305.854      132.487      160.406
      774        0.241        3.523            0      309.460      151.605      161.401
      775        0.208        3.466            0      306.709      157.507      159.722
      776        0.204        3.444            0      304.808      146.732      162.395
      777        0.290        3.481            0      307.090      136.777      160.543
      778        0.305        3.429            0      304.811      115.855      166.891
      779        0.185        3.464            0      307.261      151.866      160.154
      780        0.196        3.485            0      307.704      114.768      160.742
      781        0.249        3.517            0      307.573      152.571      159.561
      782        0.208        3.504            0      308.171      126.937      162.629
      783        0.165        3.487            0      306.956      150.007      162.856
      784        0.258        3.446            0      303.791      133.197      160.060
      785        0.186        3.454            0      306.647      145.310      157.527
      786        0.208        3.503            0      306.788      152.625      163.717
      787        0.216        3.477            0      306.339      147.357      161.163
      788        0.142        3.457            0      307.072      125.347      164.377
      789        0.189        3.506            0      307.882      141.429      161.041
      790        0.266        3.465            0      306.737      169.351      162.283
      791        0.232        3.487            0      307.323      159.491      161.931
      792        0.169        3.455            0      307.163      129.357      161.532
      793        0.163        3.449            0      307.382      154.478      163.054
      794        0.181        3.479            0      306.520      148.735      160.261
      795        0.207        3.466            0      308.960      171.787      165.838
      796        0.229        3.406            0      304.128      132.566      158.450
      797        0.221        3.437            0      304.162      156.231      162.619
      798        0.237        3.502            0      307.843      138.138      157.258
      799        0.223        3.506            0      307.437      147.904      160.090
      800        0.257        3.515            0      308.729      135.928      161.174
      801        0.141        3.458            0      306.503      153.299      166.306
      802        0.231        3.493            0      306.935      137.187      159.573
      803        0.262        3.450            0      305.731      148.095      157.679
      804        0.210        3.458            0      306.217      141.145      161.636
      805        0.203        3.479            0      307.689      139.399      163.149
      806        0.200        3.444            0      306.215      162.920      163.560
      807        0.271        3.505            0      306.551      129.010      159.015
      808        0.191        3.466            0      306.255      140.005      158.357
      809        0.211        3.492            0      307.232      128.223      163.047
      810        0.310        3.528            0      307.592      142.307      159.969
      811        0.262        3.451            0      302.740      151.149      160.087
      812        0.275        3.479            0      305.431      147.929      160.692
      813        0.189        3.459            0      306.539      144.368      160.994
      814        0.214        3.514            0      309.574      140.355      162.081
      815        0.278        3.524            0      308.431      139.759      161.963
      816        0.184        3.475            0      308.017      154.401      162.287
      817        0.256        3.472            0      306.246      138.622      164.826
      818        0.261        3.426            0      304.569      110.143      163.973
      819        0.238        3.486            0      308.460       88.113      160.393
      820        0.141        3.453            0      306.677       73.578      163.500
      821        0.253        3.445            0      306.877      130.259      167.088
      822        0.271        3.511            0      307.244      152.021      162.534
      823        0.249        3.502            0      308.497      122.947      162.962
      824        0.304        3.494            0      307.480      128.909      159.948
      825        0.228        3.434            0      305.234      147.397      156.822
      826        0.232        3.514            0      307.661      152.259      162.274
      827        0.240        3.512            0      309.028      167.065      160.123
      828        0.276        3.496            0      309.436      143.015      162.297
      829        0.258        3.505            0      306.362      154.556      160.338
      830        0.200        3.425            0      304.958      167.546      161.191
      831        0.269        3.502            0      308.607      143.006      160.313
      832        0.290        3.502            0      305.958      156.745      160.812
      833        0.135        3.438            0      304.186      155.011      161.905
      834        0.254        3.505            0      308.835      159.490      165.448
      835        0.212        3.465            0      305.027      160.682      160.740
      836        0.165        3.476            0      306.528      148.881      160.627
      837        0.288        3.499            0      307.541      142.797      162.158
      838        0.266        3.475            0      305.500      137.957      158.602
      839        0.213        3.497            0      307.101      122.403      159.256
      840        0.163        3.456            0      304.927      159.487      159.356
      841        0.261        3.444            0      305.288      172.324      160.390
      842        0.226        3.463            0      305.698      156.380      156.480
      843        0.176        3.472            0      308.163      138.174      161.230
      844        0.299        3.511            0      308.767      145.103      157.812
      845        0.135        3.445            0      305.372      160.205      165.140
      846        0.184        3.461            0      306.007      189.874      163.331
      847        0.259        3.474            0      306.580      217.423      160.055
      848        0.156        3.460            0      305.642      137.909      166.001
      849        0.211        3.408            0      302.767      133.165      161.634
      850        0.161        3.489            0      307.180      171.995      161.937
      851        0.287        3.473            0      307.695      172.886      156.584
      852        0.206        3.509            0      307.223      195.120      163.781
      853        0.350        3.521            0      307.552      172.544      157.322
      854        0.260        3.444            0      305.082      124.480      156.249
      855        0.359        3.442            0      305.495      143.517      157.671
      856        0.391        3.401            0      304.580      152.748      161.339
      857        0.328        3.498            0      305.502      156.253      162.535
      858        0.262        3.447            0      304.752      203.289      161.462
      859        0.226        3.415            0      303.981      204.960      161.615
      860        0.307        3.518            0      307.204      133.357      159.619
      861        0.221        3.485            0      305.900      156.065      159.889
      862        0.185        3.431            0      304.538      130.667      160.980
      863        0.219        3.488            0      307.334      137.193      165.256
      864        0.308        3.520            0      307.426       93.381      158.382
      865        0.216        3.493            0      306.452       98.103      159.621
      866        0.257        3.525            0      308.925       66.940      160.770
      867        0.260        3.458            0      305.961      114.911      162.415
      868        0.304        3.482            0      306.412      110.949      162.600
      869        0.241        3.464            0      306.956      127.670      163.246
      870        0.237        3.492            0      306.539       90.952      162.554
      871        0.296        3.467            0      304.103      110.069      160.714
      872        0.221        3.499            0      307.930       94.406      163.270
      873        0.222        3.460            0      306.236       93.447      163.015
      874        0.241        3.465            0      303.839      137.120      162.412
      875        0.287        3.447            0      305.470       60.772      164.957
      876        0.264        3.514            0      308.670       99.024      163.050
      877        0.221        3.482            0      306.486      108.477      165.555
      878        0.179        3.476            0      306.960      145.362      163.600
      879        0.242        3.461            0      305.284      122.792      163.843
      880        0.258        3.404            0      303.394      139.089      166.437
      881        0.198        3.448            0      304.199      121.593      157.233
      882        0.233        3.491            0      305.834      138.894      158.456
      883        0.276        3.487            0      307.848      125.269      155.643
      884        0.227        3.480            0      306.355      124.712      159.582
      885        0.182        3.445            0      305.223      111.478      159.197
      886        0.275        3.421            0      304.040      154.344      159.655
      887        0.211        3.494            0      307.523      167.668      157.224
      888        0.197        3.446            0      304.994      187.127      159.571
      889        0.205        3.470            0      307.370      191.806      165.510
      890        0.205        3.467            0      306.111      180.835      164.405
      891        0.270        3.432            0      306.615      157.421      165.802
      892        0.250        3.466            0      306.394      194.125      158.919
      893        0.206        3.462            0      305.768      191.135      158.458
      894        0.240        3.401            0      304.159       95.351      163.279
      895        0.201        3.430            0      303.820      111.341      157.231
      896        0.288        3.412            0      303.299      156.918      161.408
      897        0.314        3.467            0      304.818      177.173      163.739
      898        0.152        3.450            0      307.019      144.363      159.911
      899        0.266        3.436            0      306.282      168.164      162.815
      900        0.259        3.467            0      304.831      166.591      154.991
      901        0.253        3.448            0      305.732      185.377      165.189
      902        0.200        3.439            0      305.203      173.709      157.023
      903        0.178        3.467            0      306.931      171.137      159.115
      904        0.219        3.518            0      309.147      196.600      160.400
      905        0.203        3.444            0      306.037      185.504      161.016
      906        0.227        3.482            0      305.464      175.841      162.534
      907        0.311        3.461            0      306.690      195.954      162.247
      908        0.198        3.428            0      303.577      178.589      156.246
      909        0.271        3.466            0      307.712      167.223      160.370
      910        0.193        3.443            0      305.285      174.120      159.811
      911        0.228        3.464            0      305.836      175.512      161.462
      912        0.293        3.508            0      306.562      176.519      156.936
      913        0.301        3.444            0      305.586      155.916      162.288
      914        0.349        3.521            0      306.508      168.047      159.958
      915        0.245        3.439            0      305.810      180.569      162.383
      916        0.173        3.460            0      307.127      159.036      160.314
      917        0.359        3.432            0      306.462      134.249      162.598
      918        0.255        3.441            0      306.150      113.191      160.729
      919        0.273        3.481            0      303.951       85.819      157.465
      920        0.288        3.433            0      306.947       92.564      163.200
      921        0.203        3.493            0      306.510       64.684      161.565
      922        0.334        3.382            0      302.343       89.293      161.499
      923        0.200        3.452            0      306.618       49.129      160.333
      924        0.220        3.461            0      307.216       66.785      163.094
      925        0.184        3.450            0      306.120      120.697      157.086
      926        0.207        3.489            0      308.034       88.736      162.781
      927        0.203        3.462            0      305.280       83.536      158.300
      928        0.230        3.479            0      305.732       64.245      161.784
      929        0.285        3.511            0      307.389      127.753      157.462
      930        0.163        3.434            0      305.574      124.156      163.027
      931        0.159        3.455            0      306.712      106.757      162.962
      932        0.243        3.435            0      306.787       87.073      159.561
      933        0.180        3.433            0      306.252       89.180      164.175
      934        0.195        3.442            0      305.077      110.565      160.552
      935        0.285        3.390            0      302.877      118.884      165.654
      936        0.156        3.439            0      306.834      100.326      160.164
      937        0.211        3.450            0      304.309       95.979      159.422
      938        0.193        3.435            0      304.646       67.183      162.147
      939        0.133        3.465            0      305.711       73.396      164.857
      940        0.225        3.431            0      302.969       69.457      157.205
      941        0.183        3.456            0      306.520       63.244      164.676
      942        0.168        3.510            0      309.183       79.526      165.881
      943        0.275        3.419            0      305.285       64.754      165.218
      944        0.242        3.506            0      307.889       62.303      161.830
      945        0.244        3.439            0      304.287       38.037      160.245
      946        0.198        3.487            0      307.290       50.375      159.008
      947        0.377        3.376            0      301.165       43.346      161.977
      948        0.223        3.430            0      305.830       56.713      165.340
      949        0.219        3.404            0      303.979       58.718      164.889
      950        0.284        3.408            0      302.969       41.612      166.111
      951        0.213        3.424            0      304.819       54.854      161.001
      952        0.215        3.452            0      305.298       68.868      161.819
      953        0.254        3.474            0      305.791       74.778      159.299
      954        0.161        3.479            0      305.641       59.806      164.928
      955        0.247        3.394            0      302.822       63.940      159.913
      956        0.213        3.428            0      306.619       66.647      162.866
      957        0.227        3.469            0      308.435       77.567      163.125
      958        0.379        3.401            0      301.599       64.667      161.820
      959        0.295        3.453            0      306.577       53.543      161.854
      960        0.146        3.453            0      305.904       62.082      165.730
      961        0.197        3.466            0      308.192       50.398      168.459
      962        0.203        3.442            0      306.134       60.519      160.135
      963        0.210        3.428            0      305.737       52.976      167.457
      964        0.222        3.430            0      305.305       35.131      161.488
      965        0.250        3.474            0      305.633       50.591      162.486
      966        0.243        3.473            0      306.493       44.085      158.881
      967        0.260        3.420            0      303.612       42.135      162.540
      968        0.260        3.495            0      307.864       50.093      160.652
      969        0.266        3.467            0      305.987       44.833      159.556
      970        0.144        3.461            0      306.584       56.302      161.164
      971        0.413        3.389            0      303.173       64.639      160.925
      972        0.207        3.474            0      307.577       57.570      163.988
      973        0.204        3.472            0      306.188       54.648      161.574
      974        0.245        3.444            0      306.684       46.553      166.091
      975        0.172        3.434            0      304.988       37.852      160.502
      976        0.327        3.393            0      304.902       42.932      165.094
      977        0.193        3.445            0      305.192       59.566      161.893
      978        0.225        3.449            0      306.188       50.150      160.857
      979        0.162        3.441            0      305.120       57.718      163.735
      980        0.220        3.437            0      303.142       59.969      160.536
      981        0.183        3.443            0      304.120       47.357      163.180
      982        0.202        3.470            0      305.901       47.091      159.178
      983        0.196        3.465            0      301.955       38.696      158.774
      984        0.175        3.458            0      306.865       62.305      164.671
      985        0.255        3.398            0      304.107       51.196      163.191
      986        0.169        3.475            0      304.326       40.087      158.488
      987        0.158        3.476            0      308.058       64.197      163.876
      988        0.222        3.425            0      305.069       49.347      161.601
      989        0.170        3.448            0      305.749       74.490      162.088
      990        0.191        3.474            0      307.179       95.759      158.599
      991        0.187        3.436            0      305.861       21.828      162.710
      992        0.214        3.485            0      307.423       81.417      161.411
      993        0.190        3.429            0      305.425       74.723      162.304
      994        0.154        3.434            0      306.212       61.910      162.412
      995        0.207        3.470            0      306.032       69.898      158.690
      996        0.177        3.451            0      306.216       61.831      163.634
      997        0.169        3.427            0      304.936       55.862      156.732
      998        0.187        3.499            0      308.842      103.862      161.515
      999        0.157        3.499            0      308.812      106.895      161.630
     1000        0.195        3.462            0      305.617       96.439      160.709
