  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      553        0.726        3.994            0      297.278      190.757      174.093
      554        0.700        4.028            0      298.165      198.109      167.205
      555        0.745        4.014            0      299.639      205.835      172.599
      556        0.779        3.990            0      298.196      187.169      173.100
      557        0.813        3.991            0      299.926      201.028      177.046
      558        0.747        4.021            0      299.962      212.402      174.922
      559        0.617        4.057            0      300.753      223.521      172.784
      560        0.918        3.962            0      295.799      182.889      165.399
      561        0.866        3.926            0      295.974      173.821      167.614
      562        0.906        4.010            0      299.374      196.022      169.146
      563        0.746        4.014            0      301.010      210.476      175.052
      564        0.567        4.033            0      297.976      235.510      168.933
      565        0.566        4.076            0      301.294      220.572      163.854
      566        0.228        3.993            0      296.838      221.379      165.575
      567        0.682        4.026            0      299.599      191.130      175.234
      568        0.680        3.994            0      298.013      188.855      174.020
      569        0.769        4.009            0      298.026      183.721      166.728
      570        0.627        4.057            0      301.577      203.448      177.729
      571        0.741        4.007            0      298.959      215.171      176.367
      572        0.698        4.030            0      299.597      175.976      175.192
      573        0.859        3.995            0      299.738      188.069      173.352
      574        0.699        4.059            0      301.459      217.702      175.030
      575        0.550        4.035            0      299.499      183.668      174.293
      576        0.607        4.006            0      299.206      187.624      171.697
      577        0.600        4.017            0      298.262      212.333      172.479
      578        0.799        4.003            0      299.255      205.465      178.023
      579        0.919        3.958            0      299.916      204.771      174.913
      580        0.926        3.954            0      297.407      209.498      173.742
      581        0.786        4.031            0      299.045      176.919      172.301
      582        0.947        3.984            0      298.031      179.782      165.845
      583        0.888        3.943            0      298.148      221.320      173.693
      584        0.824        3.980            0      299.131      216.897      177.577
      585        0.683        3.978            0      298.155      223.671      172.142
      586        0.642        4.022            0      298.595      229.459      175.194
      587        0.928        3.999            0      299.486      197.214      176.923
      588        0.750        4.022            0      299.997      207.189      174.149
      589        0.917        3.925            0      295.984      193.832      170.614
      590        0.746        3.981            0      298.900      200.267      173.729
      591        0.926        4.002            0      299.738      215.414      176.232
      592        0.964        4.004            0      299.899      197.903      178.590
      593        0.814        4.014            0      299.308      199.818      174.390
      594        0.771        4.012            0      299.254      190.830      175.095
      595        0.549        4.003            0      297.940      202.999      170.875
      596        0.831        3.989            0      299.219      216.611      176.482
      597        0.850        3.985            0      299.424      195.392      171.083
      598        0.796        4.024            0      299.211      220.177      173.213
      599        0.339        3.975            0      296.989      196.675      169.390
      600        0.363        4.023            0      295.971      194.906      162.544
      601        0.527        3.947            0      294.135      192.881      154.743
      602        0.675        4.012            0      298.096      214.176      173.572
      603        0.439        4.012            0      296.691      219.533      166.428
      604        0.699        4.042            0      298.617      231.906      174.280
      605        0.439        4.024            0      297.990      214.834      165.072
      606        0.796        4.007            0      299.016      214.392      173.127
      607        0.858        3.960            0      297.343      189.135      172.923
      608        0.507        3.941            0      294.300      188.984      158.617
      609        0.568        3.989            0      296.579      163.707      157.304
      610        0.532        3.968            0      296.924      193.655      157.228
      611        0.464        4.013            0      296.126      198.611      171.014
      612        0.770        4.034            0      299.646      176.691      171.261
      613        0.512        4.021            0      298.724      201.902      159.166
      614        0.255        3.999            0      295.397      201.340      157.597
      615        0.833        4.082            0      301.785      223.802      178.963
      616        0.402        4.081            0      300.651      171.129      170.540
      617        0.713        3.959            0      294.414      202.024      150.323
      618        0.542        4.021            0      297.761      198.362      164.352
      619        0.421        4.002            0      296.262      193.363      165.091
      620        0.481        4.064            0      299.497      192.559      172.756
      621        0.530        3.985            0      294.603      178.698      155.678
      622        0.417        3.982            0      296.658      191.534      158.291
      623        0.458        4.018            0      296.540      187.177      158.473
      624        0.336        4.042            0      298.551      209.572      166.333
      625        0.827        3.990            0      299.119      213.986      174.960
      626        0.413        3.971            0      295.221      193.728      162.633
      627        0.757        3.999            0      297.669      193.943      166.061
      628        0.787        4.027            0      299.157      178.792      169.673
      629        0.783        3.997            0      299.090      201.601      176.010
      630        0.944        3.948            0      296.031      196.435      170.190
      631        0.667        4.012            0      300.662      211.610      176.446
      632        0.516        3.957            0      294.978      204.207      158.671
      633        0.444        4.053            0      298.004      223.896      160.448
      634        0.606        3.974            0      294.974      189.432      159.528
      635        0.210        4.016            0      296.049      187.737      164.655
      636        0.351        4.007            0      296.789      187.483      164.900
      637        0.350        4.018            0      296.929      195.475      160.913
      638        0.446        4.022            0      297.111      232.647      157.977
      639        0.695        4.020            0      297.750      213.730      171.291
      640        0.484        4.044            0      297.783      202.032      170.691
      641        0.602        4.013            0      298.186      167.405      174.034
      642        0.396        4.029            0      299.509      207.996      172.867
      643        0.290        4.032            0      296.924      192.877      168.002
      644        0.512        4.062            0      300.747      214.880      175.319
      645        0.844        3.979            0      297.161      217.667      175.806
      646        0.701        4.047            0      299.845      197.072      173.987
      647        0.559        3.985            0      296.918      200.867      175.712
      648        0.767        3.963            0      296.548      187.425      174.724
      649        0.594        4.011            0      296.727      209.196      170.720
      650        0.702        4.034            0      301.052      205.861      176.453
      651        0.218        4.041            0      296.854      254.442      163.017
      652        0.619        4.012            0      298.099      200.583      177.084
      653        0.247        4.040            0      297.636      196.741      159.373
      654        0.701        3.984            0      298.076      220.660      176.991
      655        0.894        3.927            0      296.539      215.826      177.914
      656        0.898        3.992            0      298.978      201.358      172.611
      657        0.889        4.009            0      300.521      205.992      173.935
      658        0.433        4.001            0      296.551      202.701      168.227
      659        0.829        3.989            0      298.424      206.375      172.280
      660        0.382        4.021            0      298.416      224.892      171.754
      661        0.693        3.997            0      298.800      204.733      177.156
      662        0.669        3.987            0      296.222      198.611      170.572
      663        0.825        3.987            0      299.130      194.204      174.355
      664        0.637        4.017            0      298.936      202.546      175.034
      665        0.749        4.040            0      299.508      193.442      172.466
      666        0.768        3.991            0      297.696      216.213      168.172
      667        0.262        4.026            0      296.276      208.729      160.457
      668        0.800        4.066            0      300.657      202.830      171.382
      669        0.795        3.988            0      299.051      202.051      173.321
      670        0.918        3.963            0      298.180      195.444      174.104
      671        0.850        4.017            0      299.382      209.532      176.276
      672        0.475        4.116            0      302.916      194.661      169.672
      673        0.646        4.054            0      298.585      194.135      166.334
      674        0.420        3.986            0      296.355      201.164      167.462
      675        0.610        4.041            0      299.785      205.755      166.199
      676        0.734        4.011            0      297.598      207.892      171.849
      677        0.560        4.029            0      297.973      218.978      173.477
      678        0.484        4.031            0      299.155      207.087      171.170
      679        0.715        4.000            0      297.801      235.515      175.237
      680        0.362        4.015            0      296.113      228.824      159.276
      681        0.197        4.028            0      297.043      222.878      163.760
      682        0.589        4.017            0      297.405      190.202      169.308
      683        0.691        4.020            0      299.029      184.739      170.344
      684        0.742        4.012            0      298.886      210.014      168.573
      685        0.718        4.008            0      298.506      188.480      169.958
      686        0.902        3.968            0      298.390      174.227      172.556
      687        0.775        4.033            0      299.432      181.744      176.249
      688        0.815        4.042            0      301.908      173.364      171.035
      689        0.781        4.005            0      298.372      174.703      172.849
      690        0.808        4.004            0      297.461      164.604      170.733
      691        0.839        3.974            0      297.092      172.444      173.296
      692        0.950        3.986            0      299.185      205.192      167.439
      693        0.885        3.999            0      299.180      192.501      169.817
      694        0.840        3.976            0      298.814      196.921      166.181
      695        0.488        4.009            0      298.583      203.225      171.163
      696        0.582        4.001            0      297.638      190.791      172.516
      697        0.758        4.008            0      299.687      206.034      172.631
      698        0.542        3.982            0      296.622      199.309      171.073
      699        0.938        4.015            0      300.338      175.586      173.204
      700        0.840        3.993            0      298.404      186.479      173.170
      701        0.918        4.000            0      298.615      169.247      176.028
      702        0.950        3.975            0      298.262      172.123      169.261
      703        0.772        4.033            0      300.282      179.271      171.694
      704        0.728        4.074            0      302.414      183.946      169.786
      705        0.899        3.968            0      298.463      207.538      175.726
      706        0.801        3.970            0      298.270      189.124      171.155
      707        0.688        4.007            0      298.941      166.932      174.009
      708        0.751        4.046            0      301.809      187.909      176.221
      709        0.923        3.964            0      297.373      201.552      179.884
      710        0.889        4.002            0      299.443      194.564      173.723
      711        0.742        4.029            0      298.774      190.738      175.240
      712        0.826        4.030            0      299.787      158.959      171.137
      713        0.630        4.028            0      298.997      189.769      170.300
      714        0.812        4.010            0      300.259      179.907      176.210
      715        0.780        3.970            0      296.253      171.713      167.507
      716        0.836        3.994            0      297.309      186.064      169.318
      717        0.932        3.996            0      299.193      220.320      174.805
      718        0.674        4.021            0      298.760      204.758      173.736
      719        0.703        4.025            0      300.102      242.810      174.806
      720        0.850        3.951            0      296.769      171.498      173.960
      721        0.923        3.976            0      297.993      198.243      169.008
      722        0.872        4.012            0      299.144      201.160      173.685
      723        0.817        3.972            0      297.644      184.666      170.814
      724        0.892        3.987            0      298.559      185.057      170.926
      725        0.874        4.029            0      301.126      184.642      175.548
      726        0.736        4.005            0      299.324      168.720      175.081
      727        0.739        4.008            0      298.129      183.916      172.058
      728        0.687        3.990            0      297.761      206.321      173.815
      729        0.790        4.004            0      298.900      193.584      171.858
      730        0.619        4.042            0      299.640      192.331      173.934
      731        0.844        3.969            0      297.031      184.136      172.379
      732        0.823        3.992            0      298.755      198.803      168.678
      733        0.806        4.039            0      299.236      203.221      169.298
      734        0.756        4.043            0      299.162      196.829      169.926
      735        0.823        3.987            0      299.030      198.306      166.340
      736        0.857        4.027            0      299.140      205.578      172.067
      737        0.533        4.050            0      300.173      200.288      169.215
      738        0.764        4.019            0      298.786      205.478      170.089
      739        0.902        3.965            0      296.178      182.063      162.697
      740        0.699        4.027            0      301.140      188.330      174.621
      741        0.833        4.007            0      298.158      198.558      167.266
      742        0.726        4.020            0      298.405      203.380      169.161
      743        0.866        3.985            0      297.299      191.987      167.994
      744        0.697        4.092            0      302.619      217.932      170.697
      745        0.797        4.024            0      299.732      224.571      167.779
      746        0.756        4.028            0      300.737      183.834      171.428
      747        0.817        4.006            0      298.886      192.047      169.380
      748        0.793        3.975            0      296.267      169.580      165.630
      749        0.756        4.014            0      296.373      184.913      166.635
      750        0.916        3.987            0      297.812      169.551      172.730
      751        0.687        3.985            0      297.161      153.811      166.919
      752        0.872        3.958            0      297.502      190.166      172.315
      753        0.737        4.034            0      298.365      148.234      170.698
      754        0.790        4.042            0      300.671      141.790      173.300
      755        0.891        4.022            0      300.582      166.367      176.045
      756        0.741        4.026            0      298.914      128.114      171.078
      757        0.738        4.044            0      299.191      192.832      163.591
      758        0.767        4.062            0      300.345      176.264      171.101
      759        0.730        4.003            0      296.232      172.920      162.631
      760        0.840        3.987            0      296.891      155.659      172.329
      761        0.726        3.973            0      297.127      181.426      173.472
      762        0.762        3.970            0      298.336      182.157      173.452
      763        0.819        3.973            0      296.345      224.574      168.106
      764        0.858        4.000            0      299.076      235.329      174.841
      765        0.687        4.040            0      298.389      165.954      171.241
      766        0.851        3.967            0      296.698      217.365      165.821
      767        0.667        4.036            0      299.196      206.254      171.824
      768        0.895        3.984            0      296.520      167.223      165.127
      769        0.454        4.057            0      298.829      174.289      164.054
      770        0.806        3.994            0      298.328      150.009      177.139
      771        0.817        3.995            0      298.793      166.827      170.820
      772        0.927        3.956            0      297.588      147.768      172.478
      773        0.754        4.017            0      298.860      187.506      168.360
      774        0.740        4.004            0      298.539      172.714      174.411
      775        0.747        4.015            0      298.718      180.789      175.024
      776        0.867        3.992            0      298.350      163.288      174.475
      777        0.814        4.037            0      300.824      172.912      165.482
      778        0.846        4.007            0      297.396      194.317      168.901
      779        0.884        4.016            0      300.080      155.553      172.503
      780        0.794        4.019            0      299.224      143.249      176.604
      781        0.809        3.992            0      298.382      118.421      166.733
      782        0.739        4.042            0      300.331      164.345      177.956
      783        0.910        3.960            0      296.375      196.525      168.896
      784        0.762        4.028            0      297.253      160.167      174.375
      785        0.740        4.024            0      299.273      194.398      172.624
      786        0.750        4.011            0      299.227      195.370      173.777
      787        0.669        4.067            0      300.222      168.268      168.665
      788        0.702        3.998            0      297.233      165.125      174.440
      789        0.464        4.053            0      299.614      177.069      169.409
      790        0.815        3.992            0      297.730      173.859      172.254
      791        0.695        4.053            0      301.747      163.415      177.557
      792        0.660        4.077            0      301.331      177.225      171.255
      793        0.515        4.049            0      298.513      183.276      167.575
      794        0.727        3.998            0      297.984      175.233      168.662
      795        0.627        4.033            0      299.448      164.753      170.868
      796        0.555        4.047            0      298.643      184.417      167.587
      797        0.931        3.991            0      298.220      186.444      175.423
      798        0.690        4.013            0      300.546      162.450      176.406
      799        0.851        3.986            0      297.214      186.116      169.854
      800        0.812        4.021            0      300.316      175.396      175.300
      801        0.747        4.020            0      298.340      141.941      167.836
      802        0.850        4.039            0      300.308      183.532      165.886
      803        0.786        4.053            0      301.863      149.321      175.330
      804        0.795        3.985            0      299.244      127.937      176.376
      805        0.825        3.977            0      297.125      164.917      171.947
      806        0.781        3.992            0      297.268      169.588      168.743
      807        0.595        4.086            0      300.432      191.928      170.992
      808        0.725        4.057            0      299.819      181.455      175.517
      809        0.779        3.993            0      296.734      172.776      171.767
      810        0.816        3.982            0      297.377      160.255      171.693
      811        0.822        3.993            0      298.440      139.362      173.073
      812        0.776        4.030            0      298.563      150.741      173.025
      813        0.698        4.035            0      300.050      134.608      168.200
      814        0.672        4.057            0      299.687      138.205      174.686
      815        0.838        4.012            0      299.219      145.219      179.731
      816        0.677        4.006            0      297.959      142.130      170.889
      817        0.792        4.051            0      300.037      149.261      175.758
      818        0.769        3.984            0      296.381      134.274      168.241
      819        0.632        4.039            0      298.989      158.343      170.275
      820        0.807        3.994            0      297.704      166.731      173.696
      821        0.857        3.966            0      296.161      137.491      171.766
      822        0.828        4.019            0      299.701      127.974      174.452
      823        0.761        4.034            0      299.782      147.908      172.242
      824        0.807        4.022            0      300.705      150.802      176.186
      825        0.754        4.028            0      299.035      169.020      168.445
      826        0.748        3.994            0      297.483      139.323      170.955
      827        0.769        3.998            0      296.932      149.686      172.866
      828        0.690        3.994            0      297.633      167.763      175.415
      829        0.820        3.951            0      296.826      154.075      177.059
      830        0.863        3.982            0      298.680      175.799      177.472
      831        0.844        4.007            0      298.889      186.714      171.886
      832        0.580        4.030            0      297.671      207.245      166.216
      833        0.563        4.009            0      299.829      172.505      173.492
      834        0.528        4.032            0      300.107      195.883      172.555
      835        0.577        4.059            0      300.795      176.177      174.146
      836        0.750        4.002            0      300.357      200.171      174.003
      837        0.607        3.995            0      297.998      190.667      173.350
      838        0.674        3.998            0      297.184      182.908      177.021
      839        0.791        3.981            0      298.164      190.059      171.683
      840        0.867        3.949            0      297.358      181.502      176.345
      841        0.818        4.040            0      298.730      167.470      166.684
      842        0.758        4.029            0      299.134      166.659      172.851
      843        0.733        3.992            0      296.909      175.975      169.968
      844        0.937        3.989            0      299.830      166.890      174.769
      845        0.453        4.068            0      300.756      162.050      171.626
      846        0.792        3.986            0      296.662      228.751      173.218
      847        0.786        3.977            0      299.318      235.798      177.569
      848        0.580        3.994            0      298.581      217.836      173.248
      849        0.697        4.014            0      297.420      182.418      168.281
      850        0.820        3.959            0      298.750      134.134      179.168
      851        0.630        4.008            0      298.017      137.998      172.380
      852        0.791        3.961            0      298.251       90.108      172.217
      853        0.769        4.034            0      300.973      109.314      181.267
      854        0.874        4.004            0      298.791      101.018      181.178
      855        0.858        4.022            0      299.587      117.324      179.830
      856        0.812        3.992            0      298.725       74.021      177.004
      857        0.757        4.035            0      300.377       85.841      178.441
      858        0.632        4.040            0      299.866      100.811      174.792
      859        0.837        3.978            0      297.491      120.781      173.423
      860        0.904        3.980            0      298.922       86.891      176.882
      861        0.665        4.059            0      299.859      149.487      177.612
      862        0.800        4.019            0      300.631      123.371      181.863
      863        0.749        4.028            0      299.902      108.035      174.180
      864        0.781        3.964            0      297.571      108.589      178.927
      865        0.808        3.992            0      296.734      109.335      171.779
      866        0.722        4.038            0      298.489       84.699      177.701
      867        0.548        4.037            0      299.288      113.126      177.758
      868        0.675        4.007            0      298.475      113.432      175.758
      869        0.960        3.993            0      298.402      131.106      173.678
      870        0.709        4.032            0      298.959      140.853      176.928
      871        0.650        4.010            0      297.448      123.607      172.134
      872        0.875        3.965            0      299.453      151.811      177.240
      873        0.760        3.975            0      296.485      133.134      174.484
      874        0.934        3.957            0      297.892      156.893      173.976
      875        0.857        3.976            0      298.316      192.922      179.799
      876        0.880        4.007            0      301.083      137.034      178.950
      877        0.891        3.969            0      297.478      121.575      176.634
      878        0.801        3.951            0      298.758      131.984      182.814
      879        0.908        3.971            0      297.952       92.617      173.757
      880        0.935        3.955            0      297.640       83.466      179.559
      881        0.574        4.001            0      299.598      103.732      176.315
      882        0.838        3.945            0      297.717       99.082      176.162
      883        0.728        4.038            0      300.546      127.097      175.824
      884        0.714        3.996            0      299.916       96.204      180.744
      885        0.779        4.012            0      301.967       98.304      173.794
      886        0.777        3.972            0      299.692      105.724      181.927
      887        0.791        3.997            0      298.471      110.282      180.434
      888        0.827        3.952            0      299.514      101.698      177.322
      889        0.955        3.949            0      298.942      107.907      176.499
      890        0.756        4.012            0      299.610       95.816      177.358
      891        0.965        3.950            0      298.948      106.549      177.949
      892        0.748        3.989            0      299.033      104.801      179.586
      893        0.833        3.994            0      299.435      127.207      174.921
      894        0.775        3.999            0      299.494       96.722      179.110
      895        0.876        3.964            0      297.657      117.275      174.370
      896        0.769        3.986            0      298.648      186.783      171.165
      897        0.513        4.031            0      300.851      131.834      176.533
      898        0.845        4.009            0      299.821      122.833      177.503
      899        1.189        3.937            0      298.582       97.630      172.700
      900        0.807        3.976            0      299.525      115.582      181.497
      901        0.565        4.049            0      299.235      131.508      174.314
      902        0.847        3.913            0      296.699       97.324      177.276
      903        0.844        3.966            0      298.473      101.090      177.291
      904        1.006        3.914            0      297.379       93.615      176.167
      905        0.788        4.021            0      299.745      129.315      177.565
      906        0.808        3.984            0      298.256       94.253      175.879
      907        0.873        4.014            0      301.607      124.691      176.658
      908        0.792        3.924            0      297.207      124.802      175.458
      909        0.654        3.990            0      299.057      115.511      175.828
      910        0.829        3.961            0      298.840      120.415      177.339
      911        0.650        3.991            0      298.610      158.659      173.349
      912        0.883        4.038            0      301.051      155.059      174.262
      913        0.907        3.982            0      299.158       94.744      175.728
      914        0.979        3.967            0      299.237      110.489      174.113
      915        0.924        3.974            0      298.106      137.347      176.230
      916        0.747        3.999            0      299.800      126.221      176.761
      917        0.781        4.029            0      300.014      131.883      177.377
      918        0.750        4.028            0      300.012      107.484      176.516
      919        0.733        3.999            0      299.563      129.786      178.609
      920        0.919        3.931            0      298.466      123.620      178.613
      921        0.511        4.020            0      300.031      121.005      174.508
      922        0.911        3.955            0      298.557      111.131      179.654
      923        0.982        3.935            0      299.020       92.646      180.021
      924        0.825        3.968            0      300.488      154.963      179.666
      925        0.859        3.976            0      298.286      147.848      179.208
      926        0.840        3.988            0      301.120      124.048      180.358
      927        0.559        4.025            0      298.399      113.634      175.626
      928        0.763        4.035            0      301.070      140.582      178.536
      929        0.971        3.955            0      297.365      113.804      176.932
      930        0.775        3.982            0      297.599      105.923      176.465
      931        0.782        3.999            0      299.654      126.968      176.835
      932        0.930        3.958            0      298.290      115.772      178.767
      933        1.082        3.964            0      297.144      139.065      174.849
      934        0.700        3.998            0      297.947      168.277      174.546
      935        0.696        4.052            0      298.474      166.508      174.797
      936        0.761        3.962            0      297.953      131.864      179.268
      937        0.765        4.023            0      298.979      123.868      174.596
      938        0.657        3.956            0      297.807      131.140      172.577
      939        0.483        4.023            0      297.981      147.077      172.219
      940        0.766        3.984            0      298.377      130.601      179.650
      941        0.703        3.998            0      300.389      125.471      177.058
      942        0.719        4.009            0      298.011      162.857      178.069
      943        0.621        3.978            0      296.566      138.672      176.354
      944        0.767        3.987            0      298.217      123.081      175.264
      945        0.691        3.941            0      297.126      157.160      178.448
      946        0.328        4.041            0      298.354      131.077      170.697
      947        0.668        3.974            0      296.878      127.948      180.988
      948        0.427        4.049            0      300.363      121.766      172.746
      949        0.715        4.009            0      299.976      135.299      180.098
      950        0.807        4.040            0      298.975      142.388      173.749
      951        0.676        4.086            0      300.948      140.609      174.084
      952        0.732        4.048            0      299.852      132.734      177.131
      953        0.389        4.016            0      299.567      148.576      172.806
      954        0.567        4.009            0      298.471      143.720      171.430
      955        0.839        3.975            0      300.268      144.392      176.921
      956        0.621        4.002            0      300.197      113.682      174.462
      957        0.599        4.023            0      297.753      119.482      172.168
      958        0.756        4.000            0      298.957      139.984      174.229
      959        0.608        4.073            0      300.583      126.424      173.314
      960        0.779        4.021            0      300.376      133.402      176.750
      961        0.709        3.992            0      296.640      111.998      173.529
      962        0.789        3.996            0      298.818      172.316      172.379
      963        0.707        4.037            0      300.835      168.473      179.016
      964        0.721        4.055            0      301.116      155.554      175.298
      965        0.605        3.991            0      296.079      168.354      172.854
      966        0.754        4.042            0      299.986      171.296      175.973
      967        0.740        3.980            0      297.936      155.234      173.864
      968        0.975        3.979            0      298.522      149.385      176.558
      969        0.655        4.023            0      299.121      196.044      173.419
      970        0.705        4.034            0      299.151      195.127      172.960
      971        0.902        3.961            0      297.383      164.384      171.874
      972        0.922        3.972            0      299.868      184.555      178.158
      973        0.825        4.022            0      299.131      143.159      177.140
      974        0.705        4.009            0      299.605      217.941      181.842
      975        0.487        3.990            0      297.662      185.954      174.192
      976        0.919        3.953            0      297.779      140.023      176.923
      977        0.835        3.980            0      301.193      192.174      181.635
      978        0.809        4.032            0      300.114      206.615      175.787
      979        0.757        4.040            0      300.136      164.074      174.299
      980        0.870        3.998            0      299.242      181.340      169.547
      981        0.845        3.942            0      295.976      154.112      174.546
      982        0.596        4.049            0      299.115      186.587      173.526
      983        0.904        4.016            0      299.399      192.415      172.699
      984        0.788        4.011            0      298.050      173.474      169.513
      985        0.739        3.997            0      297.850      182.197      175.601
      986        0.701        4.023            0      298.925      187.303      171.884
      987        0.736        4.025            0      298.617      171.718      170.093
      988        0.738        4.016            0      299.038      162.945      171.569
      989        0.419        4.061            0      299.338      152.020      172.005
      990        0.564        4.067            0      299.618      215.158      169.275
      991        0.856        3.949            0      297.745      189.560      176.684
      992        0.652        4.012            0      298.809      174.214      167.878
      993        0.764        3.993            0      299.329      189.559      181.044
      994        0.911        3.976            0      298.602      193.571      172.315
      995        0.752        4.011            0      299.878      204.529      172.154
      996        0.636        4.000            0      299.259      171.778      174.386
      997        0.834        4.025            0      301.243      201.547      171.536
      998        0.760        3.982            0      298.260      178.346      173.719
      999        0.855        4.006            0      298.484      172.471      172.127
     1000        0.839        4.023            0      300.554      191.699      173.129
