  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy Lig_wrt_Protein  Lig_wrt_Ligand
         0      0.000           0.000           0.000           0.000           0.000           0.000
         1      4.819           4.826           5.460           5.121           6.866           0.788
         2      6.412           6.362           6.993           6.735           7.598           0.922
         3      7.055           6.997           7.963           7.473          10.292           0.384
         4      7.917           7.827           8.929           8.470          11.644           0.350
         5      8.419           8.307           9.817           9.073          11.767           0.340
         6      8.323           8.254           9.511           8.891          11.429           0.694
         7      8.574           8.499           9.593           9.034          10.456           0.746
         8      8.653           8.593           9.589           9.084           8.418           0.682
         9      9.433           9.378          10.268           9.904          11.524           0.797
        10     10.561          10.517          11.214          11.079           8.822           0.437
        11     12.785          12.749          13.335          13.261          13.001           0.793
        12     13.346          13.293          13.907          13.895          11.424           0.601
        13     14.096          14.059          14.508          14.577          11.621           0.515
        14     14.075          14.048          14.465          14.547          12.440           0.697
        15     14.772          14.734          15.342          15.305          11.484           0.722
        16     17.978          17.909          18.428          18.571          12.708           0.596
        17     19.566          19.535          19.866          20.225          14.769           0.860
        18     20.892          20.844          21.228          21.644          13.537           0.780
        19     21.443          21.393          21.877          22.262          13.957           0.715
        20     22.019          21.949          22.566          22.842          14.349           0.939
        21     22.993          22.953          23.354          23.872          17.239           0.809
        22     21.948          21.869          22.299          22.811          19.642           0.710
        23     21.282          21.166          21.734          22.067          16.369           0.539
        24     21.886          21.783          22.507          22.678          15.385           0.690
        25     22.546          22.459          23.213          23.386          15.563           0.708
        26     22.377          22.283          22.948          23.287          17.879           0.806
        27     22.953          22.869          23.414          23.800          18.970           0.772
        28     22.534          22.469          23.044          23.360          18.060           0.691
        29     22.243          22.211          22.683          23.141          17.922           0.705
        30     24.152          24.104          24.664          25.105          20.893           0.837
        31     25.106          25.070          25.626          26.161          18.556           0.879
        32     26.137          26.046          26.935          27.399          21.293           0.426
        33     26.454          26.364          27.092          27.701          20.125           0.731
        34     26.946          26.881          27.392          28.092          20.900           0.526
        35     27.136          27.065          27.625          28.227          19.096           0.728
        36     28.911          28.805          29.780          30.221          20.584           0.576
        37     27.710          27.625          28.500          28.919          21.141           0.746
        38     28.057          27.948          28.642          29.106          19.170           0.689
        39     28.214          28.114          28.829          29.348          18.741           0.356
        40     27.953          27.860          28.617          29.173          19.983           0.774
        41     26.810          26.731          27.419          27.940          18.998           0.886
        42     27.768          27.674          28.547          28.883          14.224           0.833
        43     28.104          27.991          28.947          29.281          14.581           0.799
        44     29.055          28.932          29.906          30.134          13.577           0.891
        45     28.679          28.519          29.735          29.803          12.839           0.317
        46     28.132          28.010          29.135          29.270          12.084           0.892
        47     26.584          26.475          27.436          27.678          11.341           0.765
        48     25.762          25.658          26.627          26.862          11.463           0.955
        49     26.368          26.246          27.329          27.499           9.666           0.794
        50     25.731          25.633          26.679          26.828           7.799           0.610
        51     25.293          25.201          25.994          26.213          11.710           0.601
        52     27.151          27.025          27.927          28.144          16.588           0.482
        53     25.655          25.532          26.469          26.669          14.229           0.856
        54     25.183          25.071          26.144          26.327          13.746           0.714
        55     26.976          26.840          27.785          28.127          16.466           0.921
        56     27.408          27.270          28.283          28.627          18.637           0.786
        57     27.299          27.157          28.319          28.580          54.108           0.972
        58     28.545          28.373          29.723          29.832          11.547           0.532
        59     27.022          26.877          28.187          28.348          14.202           0.805
        60     25.849          25.731          26.921          27.066          14.904           0.726
        61     26.814          26.658          27.944          28.142          14.636           0.762
        62     25.749          25.632          26.849          27.142          12.737           0.799
        63     27.533          27.403          28.688          28.999          11.253           0.365
        64     27.621          27.502          28.865          29.162          11.054           0.779
        65     27.780          27.671          29.130          29.315          11.610           0.739
        66     26.909          26.782          28.069          28.382          17.031           0.643
        67     27.670          27.571          28.688          29.062          18.035           0.759
        68     26.471          26.367          27.198          27.701          17.720           0.695
        69     27.631          27.531          28.358          28.917          12.527           0.782
        70     28.239          28.152          28.885          29.549          12.401           0.851
        71     25.942          25.838          26.379          27.089          53.613           0.858
        72     26.484          26.394          26.905          27.651          53.312           0.857
        73     27.041          26.949          27.549          28.206          51.573           0.682
        74     24.742          24.645          25.387          25.809          18.324           0.836
        75     25.293          25.170          25.851          26.433          14.753           0.491
        76     23.861          23.761          24.611          24.955          14.819           1.245
        77     24.671          24.610          25.375          25.733          15.462           0.670
        78     26.386          26.333          27.042          27.489          16.059           0.517
        79     25.800          25.744          26.438          26.922          15.980           0.522
        80     25.429          25.384          26.149          26.610          13.786           1.059
        81     26.165          26.112          27.046          27.375          12.073           0.838
        82     26.462          26.422          27.356          27.709          12.013           1.113
        83     26.834          26.794          27.985          28.233          14.086           0.813
        84     26.265          26.174          27.393          27.590          12.376           0.900
        85     27.378          27.331          28.512          28.734          14.613           0.909
        86     27.808          27.731          28.965          29.120          12.470           0.788
        87     27.523          27.487          28.700          28.829          13.562           0.764
        88     29.363          29.308          30.469          30.668          16.362           0.756
        89     30.458          30.393          31.497          31.785          17.920           0.506
        90     31.255          31.206          32.094          32.482          19.484           0.681
        91     32.027          31.966          32.910          33.198          17.582           0.857
        92     31.547          31.458          32.548          32.753          18.722           0.581
        93     30.925          30.859          31.680          32.027          15.393           0.977
        94     30.180          30.113          31.164          31.227          14.919           0.355
        95     31.024          30.969          31.790          32.005          16.823           0.852
        96     31.827          31.741          32.882          33.003          17.107           0.230
        97     32.912          32.837          33.991          34.041          17.572           0.810
        98     33.527          33.426          34.909          34.827          16.085           0.951
        99     34.579          34.456          36.131          35.972          15.039           0.419
       100     35.673          35.572          37.176          37.083          16.126           0.779
       101     36.198          36.074          37.540          37.626          16.666           0.731
       102     35.683          35.551          36.999          37.028          18.182           0.627
       103     35.236          35.126          36.539          36.622          16.136           0.648
       104     36.340          36.209          37.467          37.632          19.356           0.570
       105     36.617          36.466          37.862          37.962          19.328           0.755
       106     36.872          36.724          38.072          38.267          20.280           0.754
       107     36.706          36.571          37.926          38.068          20.287           0.700
       108     37.497          37.362          38.625          38.824          20.460           0.723
       109     36.584          36.459          37.727          37.924          20.820           0.835
       110     36.913          36.768          38.131          38.262          21.193           0.470
       111     36.241          36.119          37.313          37.556          20.893           0.760
       112     36.421          36.305          37.539          37.784          20.861           0.818
       113     36.607          36.494          37.521          37.920          20.967           0.717
       114     36.582          36.446          37.582          37.938          20.331           0.727
       115     35.716          35.579          36.831          37.082          19.491           0.624
       116     36.371          36.212          37.634          37.768          19.350           0.802
       117     36.090          35.953          37.385          37.561          20.125           0.865
       118     36.115          35.997          37.411          37.568          19.781           0.967
       119     36.257          36.146          37.515          37.636          19.579           1.002
       120     36.070          35.947          37.418          37.501          19.564           0.782
       121     37.157          37.024          38.653          38.610          18.974           0.714
       122     37.037          36.900          38.655          38.536          18.243           0.917
       123     36.967          36.843          38.614          38.481          17.573           0.808
       124     37.349          37.191          39.070          38.866          16.986           0.738
       125     37.618          37.457          39.215          39.096          16.364           0.920
       126     38.106          37.936          39.805          39.602          16.389           0.918
       127     38.287          38.090          39.829          39.751          16.935           0.842
       128     38.189          38.014          39.650          39.619          17.690           0.598
       129     37.452          37.286          39.141          38.995          17.144           0.847
       130     37.704          37.551          39.397          39.245          17.215           0.715
       131     37.528          37.375          39.264          39.099          17.033           0.641
       132     37.109          36.978          38.778          38.651          17.347           0.689
       133     37.407          37.245          39.004          38.929          17.121           0.970
       134     37.793          37.606          39.496          39.339          16.610           0.574
       135     37.498          37.339          39.101          39.000          17.435           0.452
       136     37.676          37.504          39.338          39.173          17.258           0.809
       137     37.477          37.319          39.099          38.953          17.305           0.956
       138     37.574          37.387          39.257          39.070          17.224           0.694
       139     37.910          37.737          39.672          39.450          16.373           0.939
       140     38.105          37.935          39.694          39.603          17.145           0.607
       141     38.110          37.936          39.736          39.607          18.301           0.709
       142     38.523          38.333          40.144          40.028          16.423           0.901
       143     38.235          38.055          39.765          39.720          17.859           0.884
       144     38.230          38.077          39.562          39.643          17.699           0.991
       145     37.407          37.225          38.827          38.843          16.763           0.865
       146     38.060          37.875          39.514          39.480          14.966           0.376
       147     37.308          37.117          38.705          38.701          16.433           0.841
       148     37.843          37.686          39.303          39.284          16.165           0.688
       149     38.383          38.188          39.859          39.813          16.890           0.975
       150     38.074          37.908          39.688          39.531          16.169           0.807
       151     38.604          38.417          40.206          40.116          15.292           0.715
       152     38.576          38.393          40.220          40.084          15.435           0.829
       153     38.763          38.586          40.292          40.248          16.772           0.936
       154     38.176          37.975          39.676          39.629          17.303           0.992
       155     37.846          37.673          39.382          39.281          15.989           0.811
       156     37.762          37.579          39.421          39.234          15.669           0.935
       157     38.048          37.846          39.643          39.495          16.622           0.503
       158     37.853          37.678          39.456          39.340          16.900           0.837
       159     37.867          37.673          39.519          39.374          17.437           0.270
       160     37.661          37.473          39.317          39.169          17.135           0.806
       161     38.229          38.039          39.884          39.734          17.518           0.574
       162     38.096          37.904          39.752          39.614          16.362           0.699
       163     38.418          38.252          39.901          39.883          17.551           0.461
       164     38.833          38.666          40.268          40.313          16.827           0.559
       165     38.980          38.807          40.383          40.387          16.783           0.852
       166     39.206          39.044          40.528          40.614          17.976           0.686
       167     39.290          39.131          40.796          40.767          16.962           0.870
       168     39.356          39.210          40.919          40.857          17.179           0.806
       169     38.946          38.780          40.407          40.410          16.818           0.798
       170     39.118          38.954          40.562          40.590          17.632           0.769
       171     39.144          38.985          40.682          40.632          17.129           0.709
       172     39.528          39.340          40.959          40.961          16.702           0.529
       173     39.583          39.396          41.188          41.092          17.261           0.810
       174     39.322          39.140          40.766          40.752          18.473           0.663
       175     39.225          39.048          40.716          40.708          18.843           1.082
       176     39.466          39.272          40.921          40.913          18.606           0.757
       177     39.091          38.911          40.522          40.543          19.047           0.879
       178     38.931          38.770          40.316          40.356          19.390           0.401
       179     39.416          39.239          40.772          40.817          19.107           0.584
       180     39.687          39.527          40.941          41.095          19.627           0.544
       181     39.904          39.738          41.222          41.368          19.720           0.498
       182     39.897          39.749          41.172          41.330          20.712           0.384
       183     40.196          40.048          41.546          41.649          20.913           0.402
       184     40.598          40.447          41.997          42.118          21.872           1.085
       185     39.900          39.745          41.291          41.389          20.797           0.824
       186     39.892          39.738          41.280          41.373          19.980           0.965
       187     40.405          40.231          41.988          41.945          19.617           0.898
       188     40.354          40.184          41.927          41.882          20.348           0.679
       189     39.762          39.609          41.219          41.245          20.445           0.853
       190     40.743          40.579          42.150          42.218          20.607           0.973
       191     41.135          40.964          42.616          42.650          20.796           0.891
       192     41.302          41.120          42.758          42.785          21.031           0.858
       193     41.039          40.863          42.461          42.506          20.852           0.925
       194     40.305          40.135          41.768          41.801          20.467           0.913
       195     40.293          40.126          41.820          41.847          20.312           0.775
       196     40.341          40.174          41.830          41.875          19.416           0.725
       197     39.969          39.811          41.480          41.503          19.333           0.807
       198     39.895          39.756          41.350          41.387          20.306           0.649
       199     39.896          39.742          41.366          41.394          20.440           0.949
       200     40.199          40.025          41.449          41.600          19.507           0.678
       201     40.234          40.065          41.522          41.643          19.697           0.862
       202     39.809          39.639          41.119          41.240          19.573           0.888
       203     39.982          39.820          41.363          41.471          19.998           0.701
       204     40.416          40.235          41.814          41.875          19.851           0.994
       205     40.164          39.989          41.534          41.636          20.651           0.889
       206     40.387          40.223          41.732          41.842          20.398           0.916
       207     40.249          40.076          41.655          41.714          20.010           0.849
       208     40.475          40.316          41.842          41.918          20.306           1.055
       209     40.095          39.948          41.483          41.572          20.788           0.932
       210     39.547          39.395          40.864          40.967          20.106           0.872
       211     39.507          39.356          40.936          40.965          19.917           0.651
       212     39.686          39.530          41.077          41.138          19.981           0.791
       213     39.773          39.623          41.112          41.214          20.350           0.782
       214     39.458          39.315          40.813          40.884          20.201           0.731
       215     39.166          39.005          40.577          40.598          19.873           0.761
       216     39.243          39.083          40.731          40.720          19.760           0.663
       217     39.261          39.103          40.636          40.654          20.261           0.703
       218     39.471          39.312          40.835          40.883          21.045           0.799
       219     39.380          39.203          40.755          40.797          20.451           0.562
       220     39.390          39.234          40.839          40.862          21.380           0.665
       221     39.765          39.590          40.989          41.133          21.525           0.789
       222     39.872          39.694          41.163          41.243          20.987           0.789
       223     39.798          39.644          41.161          41.214          20.513           0.738
       224     39.884          39.717          41.283          41.334          21.622           0.828
       225     40.011          39.857          41.445          41.511          21.816           0.342
       226     39.632          39.472          41.087          41.135          20.554           0.807
       227     40.107          39.938          41.582          41.626          21.556           0.934
       228     40.156          39.984          41.691          41.666          20.621           0.797
       229     39.748          39.579          41.353          41.290          20.419           0.691
       230     39.443          39.267          40.968          40.914          20.463           0.858
       231     39.641          39.483          41.126          41.128          20.067           0.907
       232     39.282          39.120          40.696          40.745          20.838           0.716
       233     39.896          39.708          41.256          41.310          20.750           0.737
       234     39.409          39.264          40.771          40.841          20.921           0.788
       235     39.743          39.579          41.086          41.177          21.131           0.799
       236     39.796          39.627          40.977          41.142          20.552           0.219
       237     40.039          39.861          41.227          41.390          20.946           0.282
       238     39.712          39.535          41.030          41.099          20.016           0.482
       239     39.602          39.430          40.830          40.961          20.457           0.777
       240     39.309          39.148          40.507          40.651          19.462           1.059
       241     38.915          38.744          40.246          40.312          19.702           1.075
       242     39.347          39.181          40.625          40.700          20.029           0.676
       243     39.502          39.335          40.769          40.854          19.806           0.688
       244     39.550          39.374          40.777          40.873          19.823           0.869
       245     39.003          38.836          40.222          40.318          19.678           0.626
       246     39.486          39.313          40.650          40.764          20.364           0.770
       247     39.787          39.625          40.968          41.118          19.870           0.788
       248     39.355          39.190          40.446          40.604          20.149           0.794
       249     39.570          39.417          40.631          40.843          20.371           0.713
       250     39.494          39.336          40.538          40.734          20.085           0.488
       251     39.498          39.321          40.581          40.750          20.106           0.759
       252     39.867          39.687          40.943          41.109          20.663           0.540
       253     39.974          39.790          41.137          41.258          19.894           0.329
       254     39.848          39.675          40.975          41.101          20.351           0.447
       255     40.044          39.868          41.077          41.272          20.246           0.748
       256     39.863          39.683          41.027          41.125          20.140           0.689
       257     39.642          39.474          40.699          40.883          20.428           0.602
       258     40.049          39.888          41.092          41.305          20.714           0.306
       259     39.980          39.811          41.158          41.287          20.255           0.519
       260     40.026          39.848          41.138          41.271          20.595           0.757
       261     39.705          39.539          40.812          40.964          19.780           0.673
       262     39.788          39.633          40.799          41.012          20.306           0.553
       263     39.807          39.619          40.899          41.061          20.925           0.785
       264     39.517          39.336          40.614          40.759          20.097           0.866
       265     39.770          39.601          40.880          41.057          20.528           0.508
       266     39.905          39.728          41.020          41.173          20.333           0.788
       267     39.952          39.769          41.094          41.231          20.940           0.758
       268     39.876          39.709          40.904          41.087          20.390           0.840
       269     40.100          39.949          41.096          41.334          20.236           0.475
       270     39.681          39.521          40.818          40.950          20.320           0.921
       271     39.861          39.703          40.943          41.124          20.096           0.683
       272     39.644          39.486          40.788          40.949          19.850           0.854
       273     39.648          39.476          40.806          40.944          19.390           0.758
       274     39.659          39.485          40.864          40.957          19.922           0.756
       275     40.304          40.120          41.362          41.518          20.078           0.760
       276     39.349          39.189          40.527          40.672          20.581           0.673
       277     39.973          39.815          41.066          41.231          20.246           0.686
       278     40.067          39.895          41.197          41.306          20.119           0.680
       279     39.828          39.658          40.990          41.101          20.275           0.572
       280     39.833          39.657          41.022          41.142          20.785           0.823
       281     39.577          39.415          40.750          40.855          20.320           0.740
       282     39.803          39.650          40.990          41.064          20.671           0.596
       283     39.818          39.645          41.061          41.097          20.055           0.711
       284     40.256          40.097          41.357          41.493          21.393           0.698
       285     39.924          39.740          41.102          41.198          20.544           0.421
       286     39.790          39.635          40.991          41.098          21.621           0.538
       287     39.838          39.679          41.015          41.106          20.229           0.393
       288     39.586          39.407          40.714          40.816          20.291           0.384
       289     39.643          39.483          40.778          40.905          20.737           0.549
       290     40.136          39.967          41.321          41.402          21.343           0.892
       291     40.170          39.998          41.377          41.453          21.359           0.763
       292     40.057          39.899          41.150          41.279          20.780           0.592
       293     40.093          39.929          41.120          41.301          21.639           0.665
       294     39.719          39.558          40.661          40.911          21.698           0.432
       295     39.994          39.822          41.172          41.301          20.947           0.738
       296     39.819          39.641          40.926          41.080          21.370           0.786
       297     40.244          40.083          41.350          41.496          21.938           0.746
       298     39.828          39.656          40.963          41.119          21.440           0.728
       299     39.976          39.802          41.143          41.284          21.908           0.912
       300     40.219          40.060          41.495          41.576          21.730           0.719
       301     40.847          40.689          41.984          42.173          22.614           0.766
       302     40.300          40.152          41.435          41.626          22.352           0.842
       303     40.127          39.987          41.344          41.472          21.868           0.704
       304     39.763          39.609          40.855          40.989          21.278           0.755
       305     40.036          39.879          41.282          41.352          21.566           0.679
       306     40.416          40.255          41.763          41.799          21.526           0.987
       307     40.624          40.473          41.865          41.975          22.212           0.924
       308     40.113          39.944          41.325          41.459          20.889           0.717
       309     39.923          39.763          41.155          41.278          21.805           0.662
