SIMLES
CS(=O)(=O)C1=C(C=C(C=C1)O)F
CC1=C(C2=CC=CC=C2C(=C1)O)OC(=O)C
CS(=O)(=O)C1=CC=C(C2=CC=CC=C21)F
CC(=O)NC1=CC=CC2=C1C=CC=C2S(=O)(=O)N
C1=CC=C2C(=C1)C(=CN2)S(=O)(=O)N
C1=CC2=C(C=CC=C2S(=O)(=O)N)C(=C1)O
C1=CC(=C(C=C1N)F)S(=O)(=O)N
C1=CSC2=NC(=C(N21)S(=O)(=O)N)Cl
C1=CC(=C(C=C1Cl)F)S(=O)(=O)N
CNC(=O)OC1=CC=C(C2=CC=CC=C21)O
CC1=C(C=CC(=C1)OC)S(=O)(=O)N
CNC(=O)OC1=C2C=CSC2=CC=C1
CC1=C(C=CC(=C1)N)S(=O)(=O)N
CC1=C(C=CC(=C1)S(=O)(=O)N)Cl
C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)CCl
CC(C)(C)C1=NC2=C(O1)C(=C(C=C2)Cl)S(=O)(=O)N
CNS(=O)(=O)C1=CC=CC2=C1N=CC=C2
C1=CC2=C(C(=C(C=C2[N+](=O)[O-])Cl)O)N=C1
CCOC(=O)C1=CC(=CC=C1)S(=O)(=O)N
CC(=O)C1=CC=C(C2=CC=CC=C21)O
C1=CC(=C(C=C1S(=O)(=O)N)F)N
CC1=CC(=C(C=C1)S(=O)(=O)N)F
C1=CC(=CC(=C1)S(=O)(=O)N)CC#N
C1=CC(=C(C=C1C(F)(F)F)S(=O)(=O)N)F
C1=CC=C(C(=C1)OC(F)F)S(=O)(=O)N
C1=CC(=CC(=C1)S(=O)(=O)N)C(=O)Cl
COC(=O)C1=C(C=CC(=C1)S(=O)(=O)N)O
C1=CC2=C(C=CC(=C2)N)C(=C1)S(=O)(=O)N
C1CNC2=C1C=CC=C2S(=O)(=O)N
CCOC1=CC(=CC=C1)S(=O)(=O)N
C1=CC(=C(C=C1N)O)S(=O)(=O)N
COC(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)N
CC1=C(C=C(S1)S(=O)(=O)N)N
CC1=C(C=CC(=C1)S(=O)(=O)N)OC
CS(=O)(=O)N1C2=CC=CC=C2N=C1N
CC1CC2=C(C(=CC=C2)S(=O)(=O)N)NC1
CS(=O)(=O)C1=CC=CC2=CC=CC=C21
CNS(=O)(=O)C1=CC=CC2=C1C=CN=C2
C1=CC(=C(C=C1C#N)F)S(=O)(=O)N
CC1=C(C=C(C=C1Cl)F)S(=O)(=O)N
COC1=C(C=CC(=C1)N)S(=O)(=O)N
C1=CC(=C(C=C1S(=O)(=O)N)C(F)(F)F)Cl
C1=CC=C2C(=C1)C=CN=C2S(=O)(=O)N
C1=CN2C(=C(C=N2)S(=O)(=O)N)N=C1
C1=CC2=CN=C(N2C=C1)S(=O)(=O)N
C1=CC(=C(C=C1S(=O)(=O)N)Cl)O
COC(=O)C1=CC(=C(C=C1Cl)Cl)S(=O)(=O)N
CN(C)S(=O)(=O)C1=CC=CC2=C1C=CN=C2
COC1=C(C=CC(=C1)S(=O)(=O)N)Cl
C1COC2=C(O1)C=CC=C2S(=O)(=O)N
C1=CC2=C(C=CC=C2S(=O)(=O)N)C(=C1)S(=O)(=O)N
CC1=C2C=CC=C(C2=NC=C1)S(=O)(=O)N
CC1=C(C=C(C=C1)S(=O)(=O)N)C#N
C1=CC(=C(C(=C1)S(=O)(=O)N)Br)C(F)(F)F
C1=CC2=NSN=C2C(=C1)S(=O)(=O)N
C1=CC2=C(C=CC=C2S(=O)(=O)N)C(=C1)N
C1=CC(=C2C=CSC2=C1C=O)O
C1CC2=C(C=CC=C2S(=O)(=O)N)NC1
CC1=C(C=CC(=C1)O)S(=O)(=O)N
C1=CC2=CN=CN2C(=C1)S(=O)(=O)N
COC1=C(C=C(C=C1)S(=O)(=O)N)Cl
C1=CC=C2C(=C1)C(=CS2)S(=O)(=O)N
COC1=CC(=CC=C1)S(=O)(=O)NN
CCOC(=O)C1=CC(=C(C=C1Cl)Cl)S(=O)(=O)N
CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N(C)C
CN1C=C(C2=CC=CC=C21)S(=O)(=O)N
C1=CC(=C(C(=C1)S(=O)(=O)N)F)F
C1CNCC2=C1C(=CC=C2)S(=O)(=O)N
CC1=C(C=C(C=C1)S(=O)(=O)N)I
C1=CC(=CC(=C1)S(=O)(=O)N)C(=S)N
C1=CC2=C(N=CN2C=C1)S(=O)(=O)N
C1=CC(=C(C=C1S(=O)(=O)N)F)Cl
CC(C)C1=CC(=CC=C1)S(=O)(=O)N
CC1=C(C=CC=C1S(=O)(=O)N)C(F)(F)F
CC1=CC(=C(C=C1C)S(=O)(=O)N)C
C=CCC1=CC=CC=C1S(=O)(=O)N
C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)S(=O)(=O)N
CCOC(=O)C1=CC=C(C2=CC=CC=C21)N
C1=CC2=CC(=CC(=C2N=C1)S(=O)(=O)N)Cl
CC1=C(C2=C(C=CC=N2)C=C1)S(=O)(=O)N
CC1=C(C=CC(=C1)O)S(=O)(=O)C
CC1=C(C=CC(=C1)C#N)S(=O)(=O)N
CC1=NC2=C(C=CC(=C2C=C1)C(=O)O)O
CCS(=O)(=O)C1=CC=CC2=C1N=CC=C2
CC1=C(C=C(C=C1)S(=O)(=O)NC)C
CS(=O)(=O)C1=CN=NC2=CC=CC=C21
COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N
CC(=C)C(=O)OC1=CC=C(C2=CC=CC=C21)O
C1=CC(=C(C(=C1)Cl)Br)S(=O)(=O)N
C1=CC(=CC(=C1)S(=O)(=O)F)S(=O)(=O)N
C1=CC2=C(C(=C1)S(=O)(=O)NO)N=CC=C2
CNS(=O)(=O)C1=CC(=CC=C1)S(=O)(=O)Cl
CNS(=O)(=O)C1=CC=CC2=C1C=CC=C2N(C)C
C1=CC(=C(C=C1O)Cl)S(=O)(=O)N
C1=CC(=C(C=C1Cl)O)S(=O)(=O)N
CC(=O)NC1=CC=C(C2=CC=CC=C21)[N+](=O)[O-]
CC1=C(C=CC(=C1Cl)S(=O)(=O)N)Cl
C1CC(C2=CC=CC=C2C1)S(=O)(=O)N
CCC1=C(C2=C(C=CC=N2)C=C1)S(=O)(=O)N
CC1=CC2=C(C(=C1)S(=O)(=O)N)N=CC=C2
CC1=C(C(=CC=C1)S(=O)(=O)N)C
C1=CC=C(C(=C1)CC#N)S(=O)(=O)N
CC1=CC(=CN=C1N)S(=O)(=O)N
C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCN
CCS(=O)(=O)C1=CC=C(C2=CC=CC=C21)S(=O)(=O)N
C1=CC=C(C(=C1)N=[N+]=[N-])S(=O)(=O)N
CC1(CC2=C(O1)C(=CC=C2)S(=O)(=O)N)C
C1COC2=C1C=C(C=C2S(=O)(=O)N)Br
C1=CC=C2C(=C1)C(=CC=C2O)C(=O)N
CS(=O)(=O)N1CCC(C2=CC=CC=C21)O
C1CC2=C(C(=CC=C2)S(=O)(=O)N)NC1
C1=CC=C2C(=C1)C(=CO2)S(=O)(=O)N
CC1=C(C(=CC=C1)S(=O)(=O)N)F
C1=CC2=C(C=NN2C=C1)S(=O)(=O)N
CNS(=O)(=O)C1=CC(=C(C=C1)Cl)Cl
C1=CC2=C(C=CC3=C2C(=C1)C(=O)N3)S(=O)(=O)N
C1=CC=C(C(=C1)S)S(=O)(=O)N
C1CCC2=CC=CC=C2C(C1)C(=O)O
C1=CC2=NN=C(N2C=C1)S(=O)(=O)N
CC1=CC(=C(C=C1S(=O)(=O)N)C)N
COC(=O)C1=C2CCCCC2=C(C=C1)N
C1=CC(=C(C=C1S(=O)(=O)N)S(=O)(=O)Cl)Cl
C1=CC2=C(C=CO2)C(=C1)S(=O)(=O)N
CC1=C(C=CC(=C1)S(=O)(=O)NC)OC
C1=CC=C2C(=C1)C(=CC=C2O)C(F)(F)F
C1=CC=C2C(=C1)C(=CC=C2O)CO
C1OC2=C(O1)C(=CC=C2)S(=O)(=O)N
CC1=CC(=NC=C1S(=O)(=O)N)Cl
CNS(=O)(=O)C1=CC(=C(C=C1)Cl)C(F)(F)F
C1=C(C(=CC(=C1Cl)S(=O)(=O)N)Cl)O
C1=CC(=CC(=C1)S(=O)(=O)N)N=[N+]=[N-]
C1=CC2=C(NC=C2S(=O)(=O)N)N=C1
C1=CC(=C(C=C1O)F)S(=O)(=O)N
CC1=NC2=C(C=CC(=C2C=C1)S(=O)(=O)N(C)C)O
C1CC1C(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N
C1=CC2=C(C(=C1)S(=O)(=O)N=[N+]=[N-])N=CC=C2
CNS(=O)(=O)C1=CC(=CC=C1)Cl
CN(C)C1=CC(=CC=C1)S(=O)(=O)N
CC1=C(C=CC(=C1)Cl)S(=O)(=O)N
CC1=CC(=C(C=C1Cl)Cl)S(=O)(=O)N
C1=CC(=C(C=C1S(=O)(=O)N)F)NN
CCNS(=O)(=O)C1=CC(=C(C=C1)Cl)OC
C1CCC2=C(C1)C=CC=C2S(=O)(=O)N
CC1CC2=CC=CC=C2N1S(=O)(=O)C
COS(=O)(=O)C1=CC=CC2=CC=CC=C21
C1CC2=C(C(=CC=C2)S(=O)(=O)N)OC1
C1=CC(=C(C=C1S(=O)(=O)N)I)N
CNS(=O)(=O)C1=CC=CC2=C1C=CC(=C2)N
C1=CC(=C(C=C1N)Br)S(=O)(=O)N
C1=CC=C(C(=C1)CCl)S(=O)(=O)N
CC(=O)NC1=C(C=CC(=C1)S(=O)(=O)NC)O
CS(=O)C1=CC=CC2=CC=CC=C21
C1=CC(=C(C(=C1S(=O)(=O)N)Cl)Cl)Cl
CC1=CC(=C(C(=C1S(=O)(=O)N)C)C)OC
C1=CC=C2C(=C1)C(=CC=C2O)CNN
C1=C(C(=CC(=C1Cl)Cl)S(=O)(=O)N)F
CCOC1=C(C=C(C=C1)S(=O)(=O)N)C
CCCCNS(=O)(=O)C1=CC=CC2=C1N=CC=C2
CCC1=NC2=C(C=CC=C2S(=O)(=O)N)C=C1
C1=C(C(=C(C=N1)Cl)Cl)S(=O)(=O)N
CCOS(=O)(=O)C1=CC=CC2=C1C=CN=C2
C1=CC2=NNN=C2C(=C1)S(=O)(=O)N
CC1=CC(=C2C=CC=C(C2=N1)S(=O)(=O)N)Cl
C1=CC(=C(C(=C1O)Cl)Cl)S(=O)(=O)N
CS(=O)(=O)N1CCCC2=CC=CC=C21
C1=CC(=C(C=C1S(=O)(=O)N)O)O
C1=CC(=NC(=C1)S(=O)(=O)N)C(F)(F)F
C1=CC(=C(C=C1S(=O)(=O)N)F)O
CN(C)S(=O)(=O)C1=C2C=CC=C3C2=C(C=C1)NC3=O
C1=CC(=C(C=C1OC(F)(F)F)S(=O)(=O)N)Cl
CNS(=O)(=O)C1=CC=CC2=C1C=C(C=C2)O
CC1=C(C=C(C=C1)S(=O)(=O)N)N(C)C
C1=CC2=C(C=CC(=C2N=C1)O)C(=O)N
C1=CC2=C(C(=C1)S(=O)(=O)N)OC(O2)(F)F
CCNS(=O)(=O)C1=CC(=C(C=C1)F)OCC
CN1C=C(C(=N1)C2CCCC2)S(=O)(=O)N
CC1=C(C=CC(=C1)S(=O)(=O)NC)F
C1=CC2=C(C=CN=C2C(=C1)S(=O)(=O)N)C(=O)N
COC(=O)C1=CC(=C(C=C1N)Cl)S(=O)(=O)N
CCOC(=N)C1=CC=CC2=CC=CC=C21
CC(=O)N1CCC(C2=CC=CC=C21)N
CCOC1=C(C=CC(=C1)S(=O)(=O)N)Cl
C1=CC=C2C(=C1)C(=CC=C2O)NC(=O)CCl
CC1=C(C=CC=C1S(=O)(=O)N)C(=O)OC
C1=CC=C(C=C1)CCCOS(=O)(=O)N
CCNS(=O)(=O)C1=C(C(=C(C=C1)Cl)Cl)OC
C1CN2C(=C(C=N2)S(=O)(=O)N)OC1
C1=CC2=C(C=CN=C2Cl)C(=C1)S(=O)(=O)N
CCCNS(=O)(=O)C1=CC=C(C2=CC=CC=C21)OC
CCCNS(=O)(=O)C1=CC=CC2=C1N=CC=C2
C1=CC2=C(C=CN2)C(=C1)S(=O)(=O)N
COS(=O)(=O)C1=CC=CC2=C1C=CN=C2
CNS(=O)(=O)C1=CC(=C(C=C1)N)F
C1=CC2=C(C=CC(=C2[O-])[N+]#N)C(=C1)S(=O)(=O)OCCCl
CCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2N(C)C
COCC1=CC(=CC=C1)S(=O)(=O)N
CC1=C(C=C(C=C1)S(=O)(=O)N)O
CCCSC1=CC=CC=C1S(=O)(=O)N
CC(=O)NC1=C2C(=C(C=C1)S(=O)(=O)N)C=CC=N2
CNS(=O)(=O)C1=CC=CC2=CC=CC=C21
C1=CC=C2C(=C1)C(=CC(=C2O)Cl)[N+](=O)[O-]
C1=CC=C2C(=C1)C(=CC=C2[N+](=O)[O-])NC(=O)CCl
CN(C)S(=O)(=O)C1=CC=CC2=CC=CC=C21
COC1=CC(=C(C=C1)S(=O)(=O)N)F
CC1=CC(=C(C=C1C)S(=O)(=O)N)OC
CCNS(=O)(=O)C1=CC=C(C2=CC=CC=C21)Br
C1=C(C(=CC(=C1S(=O)(=O)N)Cl)Cl)C(=O)Cl
CCNS(=O)(=O)C1=CC=C(C2=CC=CC=C21)OCC
CC1=C(C=C(C=C1)S(=O)(=O)NC)I
CC(=O)NC1=C2CCCCC2=C(C=C1)[N+](=O)[O-]
CCOC1=CC(=CC=C1)S(=O)(=O)NC
CNC1=CC=C(C2=CC=CC=C21)[N+](=O)[O-]
CCOS(=O)(=O)C1=CC=CC2=C1C=CC(=C2[O-])[N+]#N
CCN(CC)S(=O)(=O)C1=CC=C(C2=CC=CC=C21)C
CCC1CN(C2=CC=CC=C12)S(=O)(=O)C
CC1=C(C(=CC=C1)S(=O)(=O)N)O
C1=CC=C2C(=C1)C=CC=C2OS(=O)(=O)F
CN(C)S(=O)(=O)C1=CC=CC2=C1N=CC=C2
C1CC2=C(C=CC(=C2C1)SC#N)O
C1=CC(=CC(=C1)S(=O)(=O)N)S
CC1(CCC2=C(O1)C(=CC=C2)S(=O)(=O)N)C
C1=CC(=C(C=C1O)N)S(=O)(=O)N
C1=CC=C2C(=C1)C(=CC(=C2N)Cl)[N+](=O)[O-]
CC(=O)C1=CC=C(C2=CC=CC=C21)N
C1=CC(=C(C(=C1)Cl)O)S(=O)(=O)N
CC1=CC(=C(C=C1)S(=O)(=O)N)O
C1=CC(=C(C=C1S(=O)(=O)N)O)F
CC1=C(C=CC=C1S(=O)(=O)N)O
C1=CC2=C(C=CN=C2Cl)C(=C1)S(=O)(=O)NCCN
CCOC(=O)C(=O)N1CC=CC2=CC=CC=C21
C1CC1S(=O)(=O)N2CCC3=CC=CC=C32
CCN(CC)S(=O)(=O)C1=CC=C(C2=CC=CC=C21)Cl
COC1=NC=C(S1)S(=O)(=O)N
CCC1=C(C=CC(=C1)S(=O)(=O)N)C
CNS(=O)(=O)C1=CC=CC2=C1C=CC=N2
CC(C)NS(=O)(=O)C1=CC=C(C2=CC=CC=C21)OC
CC1CC2=C(O1)C(=CC=C2)S(=O)(=O)N
C1=CC(=C2C=C(C=NC2=C1F)I)S(=O)(=O)N
C1=CC(=C2C(=C1S(=O)(=O)N)C=C(C=N2)I)Cl
C1CC2=C(C(=CC(=C2)Br)S(=O)(=O)N)OC1
CN1CCC2=C(C1)C=CC=C2S(=O)(=O)N
C1=CC2=NC=C(N2N=C1)S(=O)(=O)N
CC(=O)NC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N
CCNS(=O)(=O)C1=C2C=CC=NC2=C(C=C1)OC
CNS(=O)(=O)C1=C2C=CC=C3C2=C(C=C1)NC3=O
CS(=O)(=O)N1CC=CC2=CC=CC=C21
CCN(CC)S(=O)(=O)C1=CC=CC2=C1N=CC=C2
CCOC1=CC=C(C2=CC=CC=C21)S(=O)(=O)NC
C1=C(C=NC(=C1Cl)NN)S(=O)(=O)N
COC(=O)C1=C(C=C(C2=CC=CC=C21)O)O
CCOC1=CC(=C(C=C1)Cl)S(=O)(=O)N
C12=C(C(=C(C(=C1Cl)Cl)Cl)S(=O)(=O)N)N=C(N2)C(F)(F)F
CCOC1=CC=C(C2=CC=CC=C21)S(=O)(=O)NCCO
CC(C)NS(=O)(=O)C1=CC=CC2=CC=CC=C21
C=COCC1=C2C=CC=NC2=C(C=C1)O
CC1=C(C=CC(=C1)COC)S(=O)(=O)N
CCOC1=CC=C(C2=CC=CC=C21)S(=O)(=O)NC(C)C
CC1=C(C2=CC=CC=C2C(=C1)C(=O)C)O
C1=CC(=CC(=C1)Cl)S(=O)(=O)NN
CC1=CC2=C(C=C1)N(CCC2O)S(=O)(=O)C
CC1=C(C2=CC=CC=C2C(=C1)OC(=O)C)O
C=CC1=CC(=CC=C1)S(=O)(=O)N
C1CCC2=C(C=CC(=C2C1)C(=O)O)NN
CNS(=O)(=O)C1=C(C=C(C=C1)N)Cl
CN1C(=O)CCC2=C1C=CC=C2S(=O)(=O)N
CN1CCCC2=C1C=CC=C2S(=O)(=O)N
CCN(CC)S(=O)(=O)C1=CC=C(C2=CC=CC=C21)OCC
C1=CC2=C3C(=C1)C(=CC=C3C(=O)C=C2)O
CN1C2=C3C(=C(C=C2)S(=O)(=O)N)C=CC=C3C1=O
CCOC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N(C)C
CN(C)S(=O)(=O)C1=CC=C(C2=CC=CC=C21)Cl
CC1=CC(=C(C(=C1C)C)C)S(=O)(=O)N
CCNS(=O)(=O)C1=C(C=C(C(=C1)OCC)C)C
CCNS(=O)(=O)C1=CC(=C(C(=C1C)Cl)N)Cl
CNS(=O)(=O)C1=CC=CC(=C1)OC
C1=CN2C(=C(C=N2)S(=O)(=O)N)N=C1Cl
CCCNS(=O)(=O)C1=C2C=CC=C3C2=C(C=C1)NC3=O
CN(C)C(=O)C(=O)C1=CC=CC2=CC=CC=C21
CNC(=O)O[14C]1=CC=CC2=CC=CC=C21
CC1=C(C2=C(S1)C(=CC=C2)Cl)S(=O)(=O)N
CCCCNS(=O)(=O)C1=C2C=CC=NC2=C(C=C1)OC
C1=CC(=C(C=C1S(=O)(=O)N)SC#N)N
COS(=O)(=O)C1=CC=C(C2=CC=CC=C21)Cl
C1=CC(=C(C=C1S(=O)(=O)N)NC(=O)CCl)O
C1CCC2=C(C=CC(=C2C1)C=O)O
C1=CC2=C(C=CC(=C2[N+](=C1)[O-])O)[N+](=O)[O-]
CC1=C(C(=C(C=C1)S(=O)(=O)N)C)C
C1=C(C2=NON=C2C(=C1)S(=O)(=O)N)NN
CC1CC2=C(O1)C(=CC(=C2)Br)S(=O)(=O)N
C1=CC(=C(C=C1O)O)S(=O)(=O)N
C1C2=C(C=CC=C2S(=O)(=O)N)C(=O)O1
CC1=C(C(=C(C=C1S(=O)(=O)N)Cl)N)Cl
C1=CC=C2C(=C1)C=CC=C2S(=O)CCl
C1=CC(=CC(=C1)S(=O)(=O)NN)F
C1CC1NS(=O)(=O)C2=CC=C3CCC4=C3C2=CC=C4
CNCC(=O)N1CCCC2=CC=CC=C21
C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)N)Cl
CC(C)NS(=O)(=O)C1=CC=CC2=C1C=CC=C2N
CCOC(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)N
C1=CC=C2C(=C1)C(=CC(=C2O)[N+]#N)S(=O)(=O)[O-]
C1CCN(C1)C2=CC=C(C3=CC=CC=C32)S(=O)(=O)N
CC1=C(C2=C(S1)C=CC(=C2)C(C)C)S(=O)(=O)N
CC(C1=CC=CC=C1S(=O)(=O)N)Cl
CS(=O)(=O)N1CC(C2=C1C=C(C=C2)O)CCl
CS(=O)(=O)N1CC(C2=C1C=C(C=C2)S)CCl
C1=CC2=C(C(=CC(=C2S(=O)(=O)O)Cl)O)N=C1
CC(=O)NC1=CC=C(C2=CC=CC=C21)C(=O)OC
CCN(CC)S(=O)(=O)C1=C(C=C(C2=C1OC(=O)C=C2C)C)C
C1=CC(=C(C=C1S(=O)(=O)N)Cl)NN
C1=CC(=C(C=C1Cl)S)S(=O)(=O)N
C1=CC=C2C(=C1)C(=CC=C2Cl)S(=O)(=O)NCCO
CC1=CC(=C(C=C1)S(=O)(=O)N)Cl
COC(=O)C1=C2C=CC=NC2=C(C=C1)O
CN1CCCC2C1C(CCC2)S(=O)(=O)N
CN(C)S(=O)(=O)C1=CC=C(C2=CC=CC=C21)OC
CO/C(=N/S(=O)(=O)C1=CC=CC2=CC=CC=C21)/N
C1CSC2=CC(=C(C=C2C1C(=O)O)Cl)Cl
CCOC(=O)C1=CC(=C(C=C1Cl)S)S(=O)(=O)N
C1=CC2=C(C=CC=C2S(=O)(=O)NN)C(=C1)N
C1CNCC2=C1C=CC3=C2C=CC=C3S(=O)(=O)N
C1=CC=C2C(=C1)C(=CS2)C(=O)NO
CNS(=O)(=O)C1=CC=C(C2=CC=CC=C21)OC
CCNS(=O)(=O)C1=CC=CC(=C1)C(=S)N
CNS(=O)(=O)C1=CC=CC(=C1)C(=S)N
CCNS(=O)(=O)C1=CC=CC2=C1C=CN=C2
C1=CC=C2C=C3C(=CC2=C1)C=CC=C3S(=O)(=O)N
CC1=C2C(=C(C=C1)S(=O)(=O)N)C=CC=N2
CS(=O)(=O)N1C2=C(C=C1I)C(=CC=C2)Cl
C1=CSC2=C1C(=NC=C2C(=O)N)N
CC1=NC2=C(C=CC(=C2C=C1)[N+](=O)[O-])O
C1=CC(=NN2C1=NC=C2S(=O)(=O)N)Cl
CNS(=O)(=O)C1=C2C=CC=NC2=C(C=C1)O
CCN1C2=C3C(=C(C=C2)S(=O)(=O)NC)C=CC=C3C1=O
CC1=CC2=C(S1)C(=CN=C2N)C(=O)N
C1=CC2=C(C=CC(=C2N=C1)O)S(=O)(=O)N
