smiles
COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(OS(O)(=O)=O)C(OC)=C2)=CC=C1O
COC1=CC=C(\C=C\C(=O)C(CC2CCC2)C(=O)\C=C\C2=CC=C(OC)C(OC)=C2)C=C1OC
