SMILES
CC1=CC=C(C=C1)C=NC2=CC=C(C=C2)F
C1=CC=C(C=C1)N=NC2=CC=CC=C2
C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2
C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2
C1=CC=C(C=C1)OC(=O)OC2=CC=CC=C2
C1=CC=C(C=C1)/C=C/C2=CC=CC=C2
C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-]
C1=CC=C(C=C1)COC2=CC=CC=C2
C1CCN(CC1)CCC2=CC=CC=C2
C1=CC=C(C=C1)CCOC2=CC=CC=C2
C1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)Cl
C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C=O
C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2
C1=CC=C(C=C1)C2=NC3=CC=CC=C3O2
C1=CC=C(C=C1)CCC2=CC=CC=C2
C1=CC=C(C=C1)C#CC2=CC=CC=C2
C1=CC=C(C=C1)SSC2=CC=CC=C2
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)Cl
CC1=CC=CC=C1OC(=O)C2=CC=CC=C2
C1=CC=C(C=C1)CN(C2=CC=CC=C2)N
C1CCC(CC1)C(=O)OC2CCCCC2
C1=CC=C(C=C1)CSC2=CC=CC=C2
C1=CC=C(C=C1)C=NC2=CC=CC=C2
C1CCC(CC1)OC(=O)C2=CC=CC=C2
C1=CC=C(C=C1)/C=C/C2=CC=NC=C2
C1C2=CC=CC=C2C=C1C3=CC=CC=C3
COC1=CC=C(C=C1)N=NC2=CC=CC=C2
CN(CC1=CC=CC=C1)C2=CC=CC=C2
C1=CC=C(C=C1)CN(CC2=CC=CC=C2)N=O
CC1=CC=C(C=C1)C(=O)C(=O)C2=CC=C(C=C2)C
CC1=NC(=CC=C1)C#CC2=CC=CC=C2
C1C(CC1(F)F)OC(=O)C2=CC=CC=C2
C1=CC(=CC=C1C(=O)C(=O)C2=CC=C(C=C2)F)F
C1=CC=C(C=C1)CCC2=CC(=CC=C2)O
CC1=NC2=C(O1)C=CC(=C2)C3=CC=CC=C3
C1=CC=C(C=C1)CC(=O)C2=CC=C(C=C2)Cl
C1=CC=C(C=C1)CSC2=NNN=N2
C1=CC(=CC=C1C(=O)C(=O)C2=CC=C(C=C2)Cl)Cl
